also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B0CLKXXGYJ,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.623Z,2025-10-27T13:46:34.388Z,2025-10-28T01:06:25.530Z,1232.56,,"$1,245.27","Amallow Sebo de res alimentado con pasto al 100% para el cuidado de la piel, rostro y cuerpo, humectante batido, loción natural, 4 fl. oz. (vainilla y lavanda)",https://www.amazon.com.mx/dp/B0CLKXXGYJ,https://www.amazon.com/dp/B0CLKXXGYJ,SRKSB LLC,
,B001LEYER4,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.623Z,2025-10-27T13:46:42.573Z,2025-10-28T01:06:33.823Z,748.3,,No disponible,DermaSwim Pro 8 Ounce Tube Pre-Swimming Lotion,https://www.amazon.com.mx/dp/B001LEYER4,https://www.amazon.com/dp/B001LEYER4,SRKSB LLC,
,B09QLHTQJQ,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:46:50.213Z,2025-10-28T01:06:40.937Z,628.74,,$634.96,"Duradry Am Desodorante y Antitranspirante - Desodorante Prescription Strength para Hiperhidrosis, Antitranspirante para Mujeres y Hombres, Protección Contra El Sudor de Axila, Sin Silicona - Clear Sky",https://www.amazon.com.mx/dp/B09QLHTQJQ,https://www.amazon.com/dp/B09QLHTQJQ,M&H Customer Friendly Store,
,B01M5JP7TK,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:46:58.703Z,2025-10-28T01:06:48.675Z,716.23,,$736.86,"BONUS SIZE Vitamin E Cream 42,000 I.U. - 50% MORE FREE 6 oz. by Colonial Dames",https://www.amazon.com.mx/dp/B01M5JP7TK,https://www.amazon.com/dp/B01M5JP7TK,SRKSB LLC,
,B09VPM5RP4,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:47:07.424Z,2025-10-28T01:06:56.971Z,549,,$518.62,Chemist at Play Body Wash Exfoliating for Dry Rough Bumpy Strawberry Skin with 1% Salicylic Acid 2% Lactic Acid and Ceramides for Men and Women | 236 ml,https://www.amazon.com.mx/dp/B09VPM5RP4,https://www.amazon.com/dp/B09VPM5RP4,BLACK HELMET siexistelotraemos,
,B0CQ4VLYXJ,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:47:15.000Z,2025-10-28T01:07:04.261Z,1255.5,,"$1,216.61","Swiffen - Paquete de 50 recuerdos de bautismo para invitados, jabón de ducha, regalo de jabón perfumado con tarjetas de felicitación, bolsa de organza, bautizo, comunión, bautizo, fiesta, regalo para",https://www.amazon.com.mx/dp/B0CQ4VLYXJ,https://www.amazon.com/dp/B0CQ4VLYXJ,SRKSB LLC,
,B0C6KYDBL1,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:47:23.094Z,2025-10-28T01:07:11.976Z,499,,$499.00,"Chemist at Play UnderArm Roll-On with 5% AHA, Lactic Acid & 1% Mandelic Acid | Prevents Body Odour, Brightens Skin & Exfoliates Underarm | For Sensitive Skin | Royal Oudh Fragrance | Alcohol Free-40ml",https://www.amazon.com.mx/dp/B0C6KYDBL1,https://www.amazon.com/dp/B0C6KYDBL1,BLACK HELMET siexistelotraemos,
,B07M5MRKKP,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:47:30.633Z,2025-10-28T01:07:18.982Z,802.73,,$803.79,Citrus Vetivert,https://www.amazon.com.mx/dp/B07M5MRKKP,https://www.amazon.com/dp/B07M5MRKKP,SRKSB LLC,
,B00D4R5F60,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:47:37.950Z,2025-10-28T01:07:26.100Z,871,,$924.22,Original Source Shower Gel Mint and Tea Tree 250ml Pack of 6 by PZ CUSSONS (UK) LTD,https://www.amazon.com.mx/dp/B00D4R5F60,https://www.amazon.com/dp/B00D4R5F60,BELGUCAN Global,
,B08KTPVN7Y,2,Belleza,disponible,disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:47:46.643Z,2025-10-28T01:07:33.003Z,439.06,6.85,$449.45,"Slick - Aplicador de loción, 17 pulgadas, aplicadores de loción para tu espalda, aplicador de espalda para loción, aplicador de loción trasera de fácil alcance, aplicadores de loción trasera, aplicador de autobronceador de espalda",https://www.amazon.com.mx/dp/B08KTPVN7Y,https://www.amazon.com/dp/B08KTPVN7Y,SRKSB LLC,Slick Solutions
,B0C8HZCD6G,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:47:54.808Z,2025-10-28T01:07:41.286Z,474.56,,$477.24,"Chemist at Play Exfoliating Body Scrub For Removing Tan & Dead Skin Cells | Rough & Bumpy Skin, Tanned & Pigmented Skin | For Smooth, Soft & Bright Skin | Natural AHAs | Coffee | For Men & Women | 75g",https://www.amazon.com.mx/dp/B0C8HZCD6G,https://www.amazon.com/dp/B0C8HZCD6G,SRKSB LLC,
,B09SVTBP2V,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.624Z,2025-10-27T13:48:02.604Z,2025-10-28T01:07:49.664Z,1003.14,,"$1,003.14","San Francisco Soap Company Man Bar 3-Piece Gift Set featuring all new scents: Coastal Driftwood, Peppered Patchouli, and Spiced Tobacco - GREAT GIFT - No Harmful Chemicals - Good for All Skin Types - Made in the USA",https://www.amazon.com.mx/dp/B09SVTBP2V,https://www.amazon.com/dp/B09SVTBP2V,SRKSB LLC,
,B07KT91S5Z,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.625Z,2025-10-27T13:48:10.125Z,2025-10-28T01:07:57.704Z,640,,$638.62,Chlorine Removing Neutralizing After Swim Body Wash and Shampoo,https://www.amazon.com.mx/dp/B07KT91S5Z,https://www.amazon.com/dp/B07KT91S5Z,BLACK HELMET siexistelotraemos,
,B0015R4AUS,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.625Z,2025-10-27T13:48:17.848Z,2025-10-28T01:08:04.747Z,579.95,,$590.37,ProActive Tite Grip II All-Sport Loción tópica antiperspirante para Manos/Antideslizante Que Mejora el Agarre,https://www.amazon.com.mx/dp/B0015R4AUS,https://www.amazon.com/dp/B0015R4AUS,SRKSB LLC,
,B09BJPQN7B,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.625Z,2025-10-27T13:48:25.823Z,2025-10-28T01:08:12.836Z,600.62,,$604.69,"The Black Stuff- Jabón de alquitrán de pino: jabón en barra para hombres elaborado con alquitrán de pino, ingredientes orgánicos y aceites esenciales. Hecho a mano.",https://www.amazon.com.mx/dp/B09BJPQN7B,https://www.amazon.com/dp/B09BJPQN7B,SRKSB LLC,
,B096YKJY67,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:35.625Z,2025-10-27T13:48:33.018Z,2025-10-28T01:08:20.602Z,1264.18,,"$1,204.20",Muscle Rehab Combo de Recuperación Deportiva Pak- Bombas de Baño de Sal de Árnica y Epsom y Remojo de Magnesio para Hombres -Mujeres Con Cúrcuma y Aceites Esenciales - Alivio Del Dolor Muscular de Mag,https://www.amazon.com.mx/dp/B096YKJY67,https://www.amazon.com/dp/B096YKJY67,SRKSB LLC,
,B0CNJ6NKXJ,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:44.807Z,2025-10-27T13:48:41.633Z,2025-10-28T01:08:29.333Z,1025.62,,"$1,037.73",Saltair - Body Wash - For Him Scents - 2 Pack,https://www.amazon.com.mx/dp/B0CNJ6NKXJ,https://www.amazon.com/dp/B0CNJ6NKXJ,SRKSB LLC,
,B0C27GV4DD,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:44.807Z,2025-10-27T13:48:48.521Z,2025-10-28T01:08:37.523Z,519.77,,$512.08,"Clean Brand- Manos limpias - 84,5 fl oz | Caja de recarga de jabón espumoso para manos con 15 tabletas, aroma dulce de pomelo - No te arrepentirás",https://www.amazon.com.mx/dp/B0C27GV4DD,https://www.amazon.com/dp/B0C27GV4DD,SRKSB LLC,
,B09FDDLHXB,2,Belleza,disponible,disponible,,,2025-10-17T16:24:44.807Z,2025-10-27T13:48:55.859Z,2025-10-28T01:08:44.572Z,872.22,21.99,$855.47,"SUMMERMIA - Paquete de 12 paños de 13 x 13 pulgadas, paños de lavado suaves para tu toalla facial, viscosa derivada de bambú y algodón para tu cuerpo (gris)",https://www.amazon.com.mx/dp/B09FDDLHXB,https://www.amazon.com/dp/B09FDDLHXB,SRKSB LLC,Coaura
,B07N3YS8VN,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:44.807Z,2025-10-27T13:49:04.425Z,2025-10-28T01:08:52.045Z,1048.09,,"$1,065.37","Green Canyon Spa Green Canyon - Juego de cestas de regalo de cumpleaños para mujeres, set de regalo de cumpleaños 8/10 piezas de cerezo con aceite esencial de spa con cesta tejida a mano",https://www.amazon.com.mx/dp/B07N3YS8VN,https://www.amazon.com/dp/B07N3YS8VN,SRKSB LLC,
,B0BW9M2YRT,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:44.807Z,2025-10-19T14:45:12.859Z,2025-10-28T01:09:07.181Z,631.69,,$609.79,"8PC Aromatherapy Shower Steamers - 8 Soothing Scents for Men & Women - Eucalyptus, Menthol & More - Shower Tablets in Gift Box",https://www.amazon.com.mx/dp/B0BW9M2YRT,https://www.amazon.com/dp/B0BW9M2YRT,Rimecebuy,
,B0BMX6GWLN,2,Belleza,disponible,disponible,,,2025-10-17T16:24:44.807Z,2025-10-19T14:45:19.911Z,2025-10-28T01:09:14.643Z,424.59,4.99,$424.59,"3 esponjas africanas exfoliantes para baño, esponja africana de baño para fregar, red de lavado africano para ducha",https://www.amazon.com.mx/dp/B0BMX6GWLN,https://www.amazon.com/dp/B0BMX6GWLN,SRKSB LLC,Hongqian
,B09NQNF76B,2,Belleza,disponible,no disponible,,,2025-10-17T16:24:44.807Z,2025-10-19T14:45:28.175Z,2025-10-28T01:09:23.595Z,956.93,,$998.70,"Body Cream Tahitian Vanilla Saavy Naturals, Clean Plant-Based Ingredients| Made In USA | Absorbent Shea Butter Vegan, Thick and Creamy Body Moisturizer, Body Lotion for Dry Skin- 8.5 Fl Oz, 2 Pack",https://www.amazon.com.mx/dp/B09NQNF76B,https://www.amazon.com/dp/B09NQNF76B,SRKSB LLC,
