also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B0BGV7Q9TN,3,Productos para animales,disponible,no disponible,,,2025-10-29T22:19:39.239Z,2025-10-30T05:04:20.768Z,2025-10-30T17:07:42.549Z,497.77,,$482.20,Masticables de cadera y articulaciones,https://www.amazon.com.mx/dp/B0BGV7Q9TN,https://www.amazon.com/dp/B0BGV7Q9TN,MARVEL INC.,
,B07L2TBG5C,3,Productos para animales,disponible,disponible,,,2025-10-29T22:19:39.239Z,2025-10-30T05:04:30.098Z,2025-10-30T17:07:50.033Z,1228.82,35.98,"$1,154.24","rabbitgoo Arnes Antitirones Perro Grande Mediano Ajustable con Manija de Espalda, Chaleco Acolchado Arnés para Perro Coche Lineas Reflecantes Paseo Fácil para Entrenamiento Tamaño Grande Negro",https://www.amazon.com.mx/dp/B07L2TBG5C,https://www.amazon.com/dp/B07L2TBG5C,Rendosa,Authorized Rabbitgoo Seller Globegou
,B0DRZ2W8X5,3,Productos para animales,disponible,no disponible,,,2025-10-29T22:19:39.239Z,2025-10-30T05:04:39.293Z,2025-10-30T17:07:58.493Z,642.28,,$615.80,WuffWell Polvo Limpiador de Dientes para Perros Con Probióticos - Elimina La Placa Dental Y La Placa En Perros - Aliento Fresco Y Encías Sanas - Fácil de Usar - Ideal para El Mal Aliento Y El Control,https://www.amazon.com.mx/dp/B0DRZ2W8X5,https://www.amazon.com/dp/B0DRZ2W8X5,GUTTIDIRECT,
,B079Y9JGNL,3,Productos para animales,disponible,no disponible,,,2025-10-29T22:19:39.240Z,2025-10-30T05:04:48.086Z,2025-10-30T17:08:05.568Z,549,,$564.72,Rose & Branch Semillas de zacate de trigo orgánicas – Semillas de zacate de gato – 16 onzas – 100% orgánicas sin OMG – Trigo rojo duro – Cosechado en Estados Unidos – Fácil de cultivar,https://www.amazon.com.mx/dp/B079Y9JGNL,https://www.amazon.com/dp/B079Y9JGNL,251 SHOP,
,B0C3Z8NJ58,3,Productos para animales,disponible,no disponible,,,2025-10-29T22:19:39.240Z,2025-10-30T05:04:55.504Z,2025-10-30T17:08:13.429Z,1046.25,,"$1,010.73","GuHuiKuPAWSION Dog Plaque and Tartar Remover, Ultrasonic Teeth Cleaner for Dogs and Cats, Ultrasonic Toothbrush Kit, Dental Cleaner to Remove Dog's Bad Breath and Teeth Stains",https://www.amazon.com.mx/dp/B0C3Z8NJ58,https://www.amazon.com/dp/B0C3Z8NJ58,DUKKI LLC,
,B07Z4SWCHT,3,Productos para animales,disponible,no disponible,,,2025-10-29T22:19:39.240Z,2025-10-30T05:05:04.153Z,2025-10-30T17:08:21.910Z,1993.93,,"$1,973.71","EASIHOLD - Pegamento de mantillo - 1.3 galones/XL - Pegamento de mantillo y roca para paisajismo y estabilización de mantillo y grava de guisantes. Dura hasta 3 años, no tóxico, listo para usar,",https://www.amazon.com.mx/dp/B07Z4SWCHT,https://www.amazon.com/dp/B07Z4SWCHT,SRKSB LLC,
,B001VP86NQ,3,Productos para animales,disponible,no disponible,,,2025-10-29T22:19:39.240Z,2025-10-30T05:05:13.758Z,2025-10-30T17:08:29.765Z,754.54,,$750.29,EQyss Avocado Mist Pet Conditioner Spray 16 oz by Eqyss,https://www.amazon.com.mx/dp/B001VP86NQ,https://www.amazon.com/dp/B001VP86NQ,DUKKI LLC,
,B0DK3Z5LNK,3,Productos para animales,disponible,no disponible,,,2025-10-29T22:19:39.240Z,2025-10-30T05:05:21.237Z,2025-10-30T17:08:37.088Z,720,,$737.35,EASYIN H Pylori Kit de prueba: 2 pruebas rápidas y altamente precisas y fáciles de usar y leer Helicobacter Pylori en casa resultados en 10-15 minutos - Kit de prueba H-Pylori 2 pruebas (2),https://www.amazon.com.mx/dp/B0DK3Z5LNK,https://www.amazon.com/dp/B0DK3Z5LNK,Brownstone Brooklyn,
,B0CLGL5QLM,3,Productos para animales,disponible,disponible,,,2025-10-29T22:19:39.240Z,2025-10-30T05:05:29.479Z,2025-10-30T17:08:45.217Z,1080.85,32.99,"$1,036.08","NATURE NERDS Removedor de placa para dientes, kit de cepillado de dientes de mascotas, herramientas dentales para quitar placa y tartar, seguro para perros y gatos, con luz LED, blanco",https://www.amazon.com.mx/dp/B0CLGL5QLM,https://www.amazon.com/dp/B0CLGL5QLM,M&H Customer Friendly Store,Nature Nerds US
,B0DG5LK4VW,3,Productos para animales,disponible,no disponible,,,2025-10-29T22:19:39.240Z,2025-10-30T05:05:38.344Z,2025-10-30T17:08:53.894Z,2031.09,,"$2,008.43","Luz de Acuario para Peceras, Temporizador 24/7 DIY, Memoria de Apagado, 7 Filas LED Seaoura Luces de Espectro Completo, 8 Colores, 20 Brillos, Ajustable para Planta Agua Dulce 120-137CM",https://www.amazon.com.mx/dp/B0DG5LK4VW,https://www.amazon.com/dp/B0DG5LK4VW,BROWN LEAVES LLC,
