also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
Videojuegos,B0CSMBV2K8,10,Software,disponible,disponible,,,2025-10-31T20:50:38.631Z,2025-11-01T19:29:01.493Z,2025-11-02T18:56:37.957Z,519.02,9.99,$512.93,Clasificado: France '44 - Xbox Series X,https://www.amazon.com.mx/dp/B0CSMBV2K8,https://www.amazon.com/dp/B0CSMBV2K8,GUTTIDIRECT,Curbside Group
,B0CGMMK9C6,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.631Z,2025-11-01T19:29:09.629Z,2025-11-02T18:56:46.464Z,1971.79,,"$1,949.57","Quicken Classic Deluxe, Personal Finance Software - Take control of your finances - 1 Year Subscription (Windows/Mac) [Key Card]",https://www.amazon.com.mx/dp/B0CGMMK9C6,https://www.amazon.com/dp/B0CGMMK9C6,SRKSB LLC,
,1950578143,10,Software,disponible,disponible,,,2025-10-31T20:50:38.631Z,2025-11-01T19:29:17.950Z,2025-11-02T18:56:54.227Z,1006.17,,"$1,052.81",Aprendizaje sin lágrimas - Guía de preparación y escritura para profesores de prekínder (edición actual) - Prepárate para la serie escolar - Libro de escritura prekínder - Habilidades de preescritura - para uso escolar o doméstico,https://www.amazon.com.mx/dp/1950578143,https://www.amazon.com/dp/1950578143,DREAMERY GLOBAL,Learning Without Tears
Videojuegos,B0C9PJH7K1,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.631Z,2025-11-01T19:29:25.725Z,2025-11-02T18:57:01.687Z,1766.71,,"$1,763.15",Farming Simulator 22: Premium Edition - PlayStation 4,https://www.amazon.com.mx/dp/B0C9PJH7K1,https://www.amazon.com/dp/B0C9PJH7K1,OLALOOK LLC,
Videojuegos,B00OZTHYGU,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.631Z,2025-11-01T19:29:32.714Z,2025-11-02T18:57:10.162Z,707.96,,$703.47,JumpStart 3rd Grade,https://www.amazon.com.mx/dp/B00OZTHYGU,https://www.amazon.com/dp/B00OZTHYGU,DUKKI LLC,
,B0CDS6LK1N,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.631Z,2025-11-01T19:29:39.487Z,2025-11-02T18:57:17.713Z,1587.08,,"$1,592.47","Pixy Canvas-Marco flotante de 10 x 20 para pinturas sobre lienzo de 1-1/2 (1,5) pulgadas de profundidad/impresiones sobre lienzo/paneles de lienzo de madera/arte de pared/decoración de pared/decoració",https://www.amazon.com.mx/dp/B0CDS6LK1N,https://www.amazon.com/dp/B0CDS6LK1N,Tierra Viva,
Videojuegos,B001647LUG,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.631Z,2025-11-01T19:29:48.050Z,2025-11-02T18:57:27.113Z,523.73,,$512.93,Backyard Football,https://www.amazon.com.mx/dp/B001647LUG,https://www.amazon.com/dp/B001647LUG,BG3 STORE,
,B0B6JPTM7L,10,Software,disponible,disponible,,,2025-10-31T20:50:38.631Z,2025-11-01T19:29:55.715Z,2025-11-02T18:57:34.642Z,1480.69,49.99,"$1,479.99",Print Checks Deluxe - Cheque Printing Software for Windows 10/11,https://www.amazon.com.mx/dp/B0B6JPTM7L,https://www.amazon.com/dp/B0B6JPTM7L,Abundant Peace,Print Checks Inc
,B0CB7Y11VC,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.631Z,2025-11-01T19:30:02.445Z,2025-11-02T18:57:41.794Z,2321.09,,"$2,342.78",Server 2019 64 bit DVD | 16 core Standard | English,https://www.amazon.com.mx/dp/B0CB7Y11VC,https://www.amazon.com/dp/B0CB7Y11VC,BROWN LEAVES LLC,
,B01N295BCM,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.632Z,2025-11-01T19:30:10.854Z,2025-11-02T18:57:49.500Z,586.58,,$584.89,Mint Linux LTS Version,https://www.amazon.com.mx/dp/B01N295BCM,https://www.amazon.com/dp/B01N295BCM,SRKSB LLC,
,B00GR51830,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.632Z,2025-11-01T19:30:17.796Z,2025-11-02T18:57:56.985Z,728.76,,$704.39,MY SOFTWARE - INVOICES,https://www.amazon.com.mx/dp/B00GR51830,https://www.amazon.com/dp/B00GR51830,BG3 STORE,
,B07YYKT1F8,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.632Z,2025-11-01T19:30:25.723Z,2025-11-02T18:58:05.323Z,1019.73,,"$1,014.41",Print Checks Pro - Check Printing Software for Windows 10,https://www.amazon.com.mx/dp/B07YYKT1F8,https://www.amazon.com/dp/B07YYKT1F8,SIDE SHOP,
,B009AYHI8O,10,Software,disponible,no disponible,,,2025-10-31T20:50:38.632Z,2025-11-01T19:30:33.511Z,2025-11-02T18:58:13.551Z,1216.71,,"$1,210.37",System Mechanic - Unlimited PCs (NEW version 11),https://www.amazon.com.mx/dp/B009AYHI8O,https://www.amazon.com/dp/B009AYHI8O,SIDE SHOP,
