also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B07L57MTF6,2,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-29T22:08:03.756Z,2025-10-30T03:48:53.499Z,2025-10-30T15:54:32.604Z,3857.26,139.99,"$3,699.03","Convertidor de voltaje de 120 V a 100 V, 1600 vatios, convertidor de voltaje toroidal reducido para electrodomésticos japoneses utilizados en Estados Unidos [certificado CE, CQC]",https://www.amazon.com.mx/dp/B07L57MTF6,https://www.amazon.com/dp/B07L57MTF6,SEONGSAN,UMISOUND
,B0FHZC54QZ,2,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-29T22:08:03.756Z,2025-10-30T03:49:02.427Z,2025-10-30T15:54:41.285Z,858.61,22.99,$806.94,"Hoja de diamante de 4.5 pulgadas para corte de azulejos, hoja de corte en seco ultrafina sin astillar, se adapta a amoladora angular para mármol, cerámica, azulejos de porcelana",https://www.amazon.com.mx/dp/B0FHZC54QZ,https://www.amazon.com/dp/B0FHZC54QZ,TIME OF SHOP,LOZLIN TOOLS
,B0F294PG12,2,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-29T22:08:03.756Z,2025-10-30T03:49:09.416Z,2025-10-30T15:54:49.484Z,1229.22,,"$1,203.62",Paquete de 2 baterías de repuesto compatibles con Makita BL1860B BL1860B de 18 V de repuesto para batería Makita BL1860 BL1850B BL1840B BL1830B BL1820 Herramientas inalámbricas,https://www.amazon.com.mx/dp/B0F294PG12,https://www.amazon.com/dp/B0F294PG12,BROWN LEAVES LLC,
Hogar y Cocina,B0DCJHLRXM,2,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-29T22:08:03.756Z,2025-10-30T03:49:17.534Z,2025-10-30T15:54:57.657Z,1318.31,,"$1,267.51","Soporte para dispensador de agua de madera, (36.5 pulgadas de alto y 11.8 pulgadas de ancho, soporte de agua para dispensador de botellas de 1 a 5 galones, soporte para jarra de agua con 2 estantes",https://www.amazon.com.mx/dp/B0DCJHLRXM,https://www.amazon.com/dp/B0DCJHLRXM,M&H Customer Friendly Store,
,B0DQPPFJMW,2,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-29T22:08:03.756Z,2025-10-30T03:49:25.791Z,2025-10-30T15:55:04.869Z,537.36,11.99,$550.29,"LaienSafety - Chaleco reflectante de seguridad para hombres y mujeres, chaleco de construcción de malla de alta visibilidad, cumple con las normas ANSI/ISEA",https://www.amazon.com.mx/dp/B0DQPPFJMW,https://www.amazon.com/dp/B0DQPPFJMW,M&H Customer Friendly Store,Ekkosafety
,B0F4QGWVFN,2,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-29T22:08:03.756Z,2025-10-30T03:49:32.831Z,2025-10-30T15:55:12.145Z,1370.72,45.99,"$1,369.21","Ventilador de escape de baño de 3 velocidades con sensor de humedad y control remoto, temporizador, control de humedad y temperatura, silencioso mejorado ventilador de baño de 2600 RPM para ático",https://www.amazon.com.mx/dp/B0F4QGWVFN,https://www.amazon.com/dp/B0F4QGWVFN,SHERIFF EXPRESS,MUYIStore
,B0D6VF2895,2,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-29T22:08:03.756Z,2025-10-30T03:49:40.419Z,2025-10-30T15:55:20.233Z,1406.25,,"$1,320.20","Extintor 8 en 1 mejorado para el hogar, vehículo, coche, cocina, barco, pequeños extintores de incendios con soporte para fuego clase A B C K, portátil, no tóxico, para evitar el reencendido, fácil de",https://www.amazon.com.mx/dp/B0D6VF2895,https://www.amazon.com/dp/B0D6VF2895,MARVEL INC.,
,B0BMWFT69M,2,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-29T22:08:03.757Z,2025-10-30T03:49:47.978Z,2025-10-30T15:55:27.794Z,1440.11,49.95,"$1,445.26","EZ Outlet Extensor de toma de corriente eléctrica Acceso a salidas difíciles de alcanzar. Cuenta con USB-A, USB-C y 2 salidas de CA, se extiende de 22 a 34 pulgadas, gira 180°. Uso detrás de sofás,",https://www.amazon.com.mx/dp/B0BMWFT69M,https://www.amazon.com/dp/B0BMWFT69M,Amazon Estados Unidos,WatchdogProducts
,B0DQ599TVR,2,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-29T22:08:03.757Z,2025-10-30T03:49:56.947Z,2025-10-30T15:55:35.342Z,564.01,12.56,$563.11,"TECSIX - Adaptador de viaje universal en todo el mundo, adaptador de enchufe europeo con 2 USB C, 2 salidas USB A y múltiples CA, convertidor de corriente internacional para UE EE. UU., Reino Unido",https://www.amazon.com.mx/dp/B0DQ599TVR,https://www.amazon.com/dp/B0DQ599TVR,Rendomin,Tecsix Direct
,B0CN1ZP3SF,2,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-29T22:08:03.757Z,2025-10-30T03:50:04.452Z,2025-10-30T15:55:42.791Z,536.52,,$506.01,"Lareko Azulejos de PVC de Madera Gris Naturaleza, 36 x 6 Pulgadas, 36 Piezas, Impermeables y Autoadhesivos",https://www.amazon.com.mx/dp/B0CN1ZP3SF,https://www.amazon.com/dp/B0CN1ZP3SF,SRKSB LLC,
Hogar y Cocina,B09B1B6J9S,2,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-29T22:08:03.757Z,2025-10-30T03:50:12.979Z,2025-10-30T15:55:51.141Z,995.58,29.99,$966.16,"EASZZZ - Lámpara de noche para bebé, lámpara de noche para lactancia, suave sin BPA, silicona táctil para cuidar los ojos, diseño de fácil tirón, atenuación continua, paquete de 1",https://www.amazon.com.mx/dp/B09B1B6J9S,https://www.amazon.com/dp/B09B1B6J9S,IY Network,EASZZZ
,B0DC5DZTG7,2,Herramientas y Mejoras del Hogar,disponible,no disponible,,,2025-10-29T22:08:03.757Z,2025-10-30T03:50:20.847Z,2025-10-30T15:55:59.163Z,1323.98,,"$1,330.40",Temple Tool - Sierra japonesa de 9.5 ryoba con diseño de sierra de mano en Estados Unidos,https://www.amazon.com.mx/dp/B0DC5DZTG7,https://www.amazon.com/dp/B0DC5DZTG7,Abundant Peace,
,B0C5RF23G9,2,Herramientas y Mejoras del Hogar,disponible,disponible,,,2025-10-29T22:08:03.757Z,2025-10-30T03:50:28.254Z,2025-10-30T15:56:08.233Z,765.49,19.99,$763.64,ArcRidge Reflective Safety Vest for Men and Women - Class 2 High Visibility Construction Vest - Dual Tone Reflective Strips,https://www.amazon.com.mx/dp/B0C5RF23G9,https://www.amazon.com/dp/B0C5RF23G9,GUTTIDIRECT,ArcRidge
