also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B0DPQ5GY5G,2,Belleza,disponible,no disponible,,,2025-10-31T20:13:24.957Z,2025-11-01T15:20:25.966Z,2025-11-02T15:03:07.707Z,517.22,,$526.86,GOGIFTGO Aceite De Cyperus Rotundus Aceite De Cyperus Aceite De Cyperus Rotundus Para Depilación Aceite De Cyperus Natural Calmante Y Suave Reduce El Crecimiento Del Vello Corporal Piel Suav,https://www.amazon.com.mx/dp/B0DPQ5GY5G,https://www.amazon.com/dp/B0DPQ5GY5G,SRKSB LLC,
,B0CLJ8MJNS,2,Belleza,disponible,no disponible,,,2025-10-31T20:13:24.957Z,2025-11-01T15:20:33.714Z,2025-11-02T15:03:16.758Z,671.88,,$651.15,"Eastanbul- Baklava 8.8oz, Caja de regalo de Baklava, Pastel de Baklava, Caja de regalo de dulces de Medio Oriente, Diseño gourmet premium",https://www.amazon.com.mx/dp/B0CLJ8MJNS,https://www.amazon.com/dp/B0CLJ8MJNS,KRONOS STORE,
,B09NQZQPDM,2,Belleza,disponible,disponible,,,2025-10-31T20:13:24.957Z,2025-11-01T15:20:41.259Z,2025-11-02T15:03:24.039Z,654.71,8.99,$651.29,"Mikela Team Leader, regalo de agradecimiento, Blanco apagado, S",https://www.amazon.com.mx/dp/B09NQZQPDM,https://www.amazon.com/dp/B09NQZQPDM,SIDE SHOP,CaaTan
,B00IDCOA5I,2,Belleza,disponible,no disponible,,,2025-10-31T20:13:24.957Z,2025-11-01T15:20:48.513Z,2025-11-02T15:03:31.376Z,1455.03,,"$1,469.78","MyTan Ultimate Paquete de bronceado | Incluye tanto pastillas bronceadoras de bronce y potencial, con precio de descuento, pastillas de bronceado de clase mundial, bronceado más rápido, más oscuro, más largo | 200 tabletas de bronceado",https://www.amazon.com.mx/dp/B00IDCOA5I,https://www.amazon.com/dp/B00IDCOA5I,Abundant Peace,
,B000IB0GBO,2,Belleza,disponible,no disponible,,,2025-10-31T20:13:24.957Z,2025-11-01T15:20:57.902Z,2025-11-02T15:03:38.872Z,1478.4,,"$1,470.69","Geo. F. Trumper Sandalwood Colonia en botella atomizadora de vidrio, 50 ml",https://www.amazon.com.mx/dp/B000IB0GBO,https://www.amazon.com/dp/B000IB0GBO,SIDE SHOP,
,B0C8VKYKRR,2,Belleza,disponible,no disponible,,,2025-10-31T20:13:24.958Z,2025-11-01T15:21:07.156Z,2025-11-02T15:03:46.483Z,1744.44,,"$1,715.39","Diversified Hospitality Solutions Artículos de Tocador de Tamaño de Viaje para Cuidado Personal | 1-Shoppe All-In-Kit Amenidades Del Hotel A Granel | Set de Afeitado de Viaje, Cepillo de Dientes y Pas",https://www.amazon.com.mx/dp/B0C8VKYKRR,https://www.amazon.com/dp/B0C8VKYKRR,M&H Customer Friendly Store,
,B0DRBTCZ9B,2,Belleza,disponible,no disponible,,,2025-10-31T20:13:24.958Z,2025-11-01T15:21:15.942Z,2025-11-02T15:03:54.819Z,785.8,,$776.58,beplain Aceite Limpiador De Frijol Mungo(200 Ml) Sin Fragancia No Comedogénico Probado Eliminador De Puntos Negros Y Limpiador De Poros Profundos Apto Para Piel Sensible Doble Limpieza Cuidad,https://www.amazon.com.mx/dp/B0DRBTCZ9B,https://www.amazon.com/dp/B0DRBTCZ9B,M&H Customer Friendly Store,
,B09NQZPQ8L,2,Belleza,disponible,disponible,,,2025-10-31T20:13:24.958Z,2025-11-01T15:21:25.170Z,2025-11-02T15:04:02.555Z,508.72,8.99,$507.44,"Regalo para partera, blanco roto 160_NO1",https://www.amazon.com.mx/dp/B09NQZPQ8L,https://www.amazon.com/dp/B09NQZPQ8L,SRKSB LLC,CaaTan
,B09LCCLYRP,2,Belleza,disponible,no disponible,,,2025-10-31T20:13:24.958Z,2025-11-01T15:21:33.139Z,2025-11-02T15:04:09.822Z,991.89,,$968.05,Saie Iluminador Ligero Glowy Super Gel - Luminizador E Imprimación de Maquillaje para Piel Luminosa - Enriquecido Con Vitamina C + Aceite de Escualeno Hidratante - Usar Solo O Debajo Del Maquillaje -,https://www.amazon.com.mx/dp/B09LCCLYRP,https://www.amazon.com/dp/B09LCCLYRP,MYSILKROAD LLC,
,B0CLJ7TMYY,2,Belleza,disponible,no disponible,,,2025-10-31T20:13:24.958Z,2025-11-01T15:21:41.938Z,2025-11-02T15:04:17.589Z,1023.99,,$962.33,"Eastanbul- Baklava 1.1 lb, caja de regalo de baklava, pastel de baklava, caja de regalo de dulces de Oriente Medio, diseño gourmet premium",https://www.amazon.com.mx/dp/B0CLJ7TMYY,https://www.amazon.com/dp/B0CLJ7TMYY,MARVEL INC.,
