also_appears_in,asin,batch_number,category,disponibilidad_mx,error_verificacion_mx,extracted_at,fecha_verificacion_mx,precio_actual_mx,price,title,url_mx,vendedor_actual_mx
,B00006LVEU,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.734Z,2025-11-19T00:33:53.631Z,742.28,$743.08,DepxIT D-Series D5S-6 - Limpiador de contactos y rejuvenecedor,https://www.amazon.com.mx/dp/B00006LVEU,GREENJIN
,B0BTSLTYYB,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.734Z,2025-11-19T00:34:01.995Z,1336.04,"$1,493.24","SNIGJAT - Funda para driver de DJ DDJ FLX4/DJ 400/DDJ REV1, bolsa acolchada para driver de DJ con 5 bolsillos para laptop, auriculares, cables, funda de transporte para DJ con correa de hombro",https://www.amazon.com.mx/dp/B0BTSLTYYB,SRKSB LLC
,B098RZ48B7,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.735Z,2025-11-19T00:34:11.528Z,2228,"$2,245.26",PATCH & TWEAK EXPLORING MODULAR SYNTHESIS,https://www.amazon.com.mx/dp/B098RZ48B7,SURE_FIRE
,B0CJVJQV8X,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.735Z,2025-11-19T00:34:19.236Z,3375.63,"$3,440.52",Arturia MiniLab 3 driver de teclado y almohadilla MIDI compacto (blanco) paquete con cable MIDI de 6 pies y paño de limpieza (3 artículos),https://www.amazon.com.mx/dp/B0CJVJQV8X,New Shire LLC
,B088FY7DQ9,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.735Z,2025-11-19T00:34:27.078Z,5811.61,"$5,656.53","Squier Mini Jazzmaster Guitarra eléctrica, azul Daphne, diapasón de arce",https://www.amazon.com.mx/dp/B088FY7DQ9,ENG DEALS LTD
,B0F6LPXVLN,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.735Z,2025-11-19T00:34:35.417Z,1070,"$1,080.44","YUHUBY - Soporte de 3 guitarras, madera de pino macizo, soporte de guitarra eléctrica que ahorra espacio, soporte de guitarra eléctrica para guitarra eléctrica, exhibición de bajo guiatar (negro)",https://www.amazon.com.mx/dp/B0F6LPXVLN,SARI EXCLUSIVE
,B0F7MQX4SM,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.735Z,2025-11-19T00:34:43.543Z,4659.8,"$5,809.48","Berlingtone Sistema de altavoces PA alimentado de 8 pulgadas, 500 W, puerto USB, altavoz portátil para DJ, TWS, conexión de micrófono/guitarra, batería recargable incorporada para DJ, fiesta, reunión",https://www.amazon.com.mx/dp/B0F7MQX4SM,Amazon Estados Unidos
,B0D2DHRPG1,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.735Z,2025-11-19T00:34:51.224Z,1730.73,"$1,846.84","Boao - Juego de 24 panderetas de boda de 4 pulgadas para adultos de madera, con etiquetas, cuerda de percusión, regalo de instrumento musical para iglesia, boda, fiesta de boda",https://www.amazon.com.mx/dp/B0D2DHRPG1,New Shire LLC
,B0BJ6MXN6J,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.735Z,2025-11-19T00:34:59.546Z,2722.06,"$2,918.16","COOLMUSIC Amplificador de Teclado y Tambor Eléctrico, Bluetooth 20W, Altavoz de Tambor Eléctrico, Amplificador Multiusos, Naranja",https://www.amazon.com.mx/dp/B0BJ6MXN6J,HNEN
,B0FCR89QHR,7,Instrumentos Musicales,disponible,,2025-11-03T15:10:23.735Z,2025-11-19T00:35:06.946Z,876.08,$909.27,"NALU Metrónomo - Diseño clásico mecánico con campana para piano, guitarra, violín y todos los instrumentos (N-transparente)",https://www.amazon.com.mx/dp/B0FCR89QHR,BETTY ST CO
