also_appears_in,asin,batch_number,category,disponibilidad_mx,error_verificacion_mx,extracted_at,fecha_verificacion_mx,precio_actual_mx,price,title,url_mx,vendedor_actual_mx
,B0DTZ4GBFT,9,Productos para animales,disponible,,2025-11-03T15:17:49.864Z,2025-11-19T00:39:29.076Z,878.31,$911.91,"PAWFECTCHEW - Masticables sin caca para perros, coprofagia y disuasión para comer heces con probióticos, enzimas digestivas y apoyo para el aliento, evita comer caca de perro, fabricado en Estados",https://www.amazon.com.mx/dp/B0DTZ4GBFT,MARVEL INC.
,B0FJ88D2SS,9,Productos para animales,disponible,,2025-11-03T15:17:49.864Z,2025-11-19T00:39:37.135Z,5265.83,"$6,672.72","Caja de arena automática para gatos autolimpiante, control de aplicación, control de peso, ultra silenciosa, mediana para gatos y gatitos, caja de arena segura y antipellizcos, color gris",https://www.amazon.com.mx/dp/B0FJ88D2SS,Amazon Estados Unidos
,B0DG5LK4VW,9,Productos para animales,disponible,,2025-11-03T15:17:49.865Z,2025-11-19T00:39:46.081Z,1614.29,"$2,171.66","Luz de Acuario para Peceras, Temporizador 24/7 DIY, Memoria de Apagado, 7 Filas LED Seaoura Luces de Espectro Completo, 8 Colores, 20 Brillos, Ajustable para Planta Agua Dulce 120-137CM",https://www.amazon.com.mx/dp/B0DG5LK4VW,XIJIANG
,B0D7N8H2LP,9,Productos para animales,disponible,,2025-11-03T15:17:49.865Z,2025-11-19T00:39:54.616Z,1821.97,"$1,866.25",WLR Industries Hanna Hi774 Colorímetro De Rango Ultra Bajo De Fosfato para Aplicaciones De Agua Marina Y Salada Comprobador De Fosfato,https://www.amazon.com.mx/dp/B0D7N8H2LP,BLZ SHOP LLC
,B0DPT7CHZC,9,Productos para animales,disponible,,2025-11-03T15:17:49.865Z,2025-11-19T00:40:02.521Z,755.09,"$1,219.48","Moryimi - cubeta de basura para caca de perro en el exterior, bote de basura de 3.1 galones con dispensador de bolsa de basura, bote de basura para caca de perro al aire última intervensión con tapa,",https://www.amazon.com.mx/dp/B0DPT7CHZC,Amazon Estados Unidos
,B0FBKB4XHD,9,Productos para animales,disponible,,2025-11-03T15:17:49.865Z,2025-11-19T00:40:09.932Z,708.12,"$1,294.03","Aodisman - Escaleras para perros y gatos pequeños, 3 pasos extra anchos antideslizantes para mascotas para sofá, sofá y silla, gris, 15.7 pulgadas de alto",https://www.amazon.com.mx/dp/B0FBKB4XHD,Amazon Estados Unidos
,B08C7Z69DX,9,Productos para animales,disponible,,2025-11-03T15:17:49.865Z,2025-11-19T00:40:18.093Z,999,"$1,458.48",Tropic Marin All for Reef,https://www.amazon.com.mx/dp/B08C7Z69DX,Comercializadora Nautilus
,B0CPLLGNB4,9,Productos para animales,disponible,,2025-11-03T15:17:49.865Z,2025-11-19T00:40:26.403Z,4454.44,"$4,720.41","Puerta de gato extra alta de 71 pulgadas de alto, puerta de seguridad para gatos, puerta de seguridad para gatos, puerta doble para mascotas, barrera de interior para mascotas, sin perforación, puerta",https://www.amazon.com.mx/dp/B0CPLLGNB4,PRCOM
,B004BGJFKK,9,Productos para animales,disponible,,2025-11-03T15:17:49.865Z,2025-11-19T00:40:35.340Z,1219.7,"$1,271.26",Blue Lake and Pond Dye - 1 Gallon,https://www.amazon.com.mx/dp/B004BGJFKK,HNEN
,B08THGBXZP,9,Productos para animales,disponible,,2025-11-03T15:17:49.865Z,2025-11-19T00:40:45.054Z,1097.35,"$1,220.20","WORMSKING 5LB Dried Black Soldier Fly Larvae, High Calcium for Chickens",https://www.amazon.com.mx/dp/B08THGBXZP,TASBLENDS
