also_appears_in,asin,batch_number,category,disponibilidad_mx,error_verificacion_mx,extracted_at,fecha_verificacion_mx,precio_actual_mx,price,title,url_mx,vendedor_actual_mx
,B07RJTFRFK,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.592Z,2025-11-19T00:36:39.084Z,689.55,"$1,054.55",Buffalo Games - Juego Pac-Man,https://www.amazon.com.mx/dp/B07RJTFRFK,Amazon Estados Unidos
,B0DVVK36M1,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.592Z,2025-11-19T00:36:48.355Z,1107.82,"$1,231.46",Party Panda Pirates (EN Standard) A partir de 8 años,https://www.amazon.com.mx/dp/B0DVVK36M1,NEW AGE SHOPPING
,1839064919,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.592Z,2025-11-19T00:36:56.927Z,1487.99,"$1,883.03",Games Workshop Liber Hereticus - Traitor Legiones Astartes Army Book,https://www.amazon.com.mx/dp/1839064919,Amazon Estados Unidos
,B0FD7NZ3QR,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.592Z,2025-11-19T00:37:04.420Z,1087.7,"$1,151.68","Juego de mesa de madera, el tablero de madera puede proporcionar una experiencia de juego para 2 a 8 jugadores, con 3 cubos centrales, 32 canicas y 16 dados Es adecuado para reuniones familiares y",https://www.amazon.com.mx/dp/B0FD7NZ3QR,Ovolos
,B071DTR1RV,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.592Z,2025-11-19T00:37:13.067Z,490.37,$993.90,"Melissa & Doug Garaje para Vehículos de Rescate - 3 Vehículos de Madera, Garajes con Portón y Llave",https://www.amazon.com.mx/dp/B071DTR1RV,Visita la tienda de Melissa & Doug
,B0FBS1G6HV,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.593Z,2025-11-19T00:37:22.399Z,860.18,$808.35,"Jumbo Hitster - Juego de cartas de concurso de música divertida, 2-10 jugadores, 300 más de placer culpable, ideal para noches de juegos familiares y adultos",https://www.amazon.com.mx/dp/B0FBS1G6HV,STRABON MARKET
,B0B6C95VRQ,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.593Z,2025-11-19T00:37:30.984Z,1942.05,"$1,926.42",Kill Team - Corsair Voidscarred,https://www.amazon.com.mx/dp/B0B6C95VRQ,Exceptional SS
,B0F31ZHDY1,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.593Z,2025-11-19T00:37:39.589Z,1089.41,$960.58,"Juguetes de helado de madera para niños, juguetes de cocina con cucharada y menú y dinero falso, juego de tienda de helado para niños de 3, 4, 5, 6 años, regalos de cumpleaños",https://www.amazon.com.mx/dp/B0F31ZHDY1,TIME OF SHOP
,B0F4Q92N9P,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.593Z,2025-11-19T00:37:48.265Z,1011.62,"$1,064.14","Taba Squishy Kit – Kit blando de goma más grande de 32 onzas con guía, 44 piezas sin burbujas y curas completamente más rápidas, kit blando FuFu con moho, polvo flocado – entretenimiento para aliviar",https://www.amazon.com.mx/dp/B0F4Q92N9P,AGS GLOBAL LLC.
,B0DQLZJBGM,8,Juguetes y Juegos,disponible,,2025-11-03T15:12:05.593Z,2025-11-19T00:37:57.437Z,584.84,$895.13,"Gui Gui GUI - Paquete dúo perfumado Shimmer Deluxe con 2 slimes iridiscentes, Proceso de Bricolaje de 5 Pasos para Personalizar tu último Recipiente Brillante y Reutilizable, Experiencia ASMR",https://www.amazon.com.mx/dp/B0DQLZJBGM,Amazon Estados Unidos
