also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B0DF7D3ZZQ,9,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-31T20:46:30.761Z,2025-11-01T18:44:54.242Z,2025-11-02T18:15:46.116Z,929,,$920.07,"LILICARE Suplemento de fisetina: liposomal de súper absorción, 98% de pureza, 1200 mg de fisetina con quercetina, resveratrol, extracto de té verde para un envejecimiento saludable y longevidad, sa",https://www.amazon.com.mx/dp/B0DF7D3ZZQ,https://www.amazon.com/dp/B0DF7D3ZZQ,korakk,
,B07212S85T,9,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-31T20:46:30.761Z,2025-11-01T18:45:02.953Z,2025-11-02T18:15:53.824Z,474.69,,$477.05,"FeetPeople Premium Shoe Cream 1.5 Oz, Various Colors!",https://www.amazon.com.mx/dp/B07212S85T,https://www.amazon.com/dp/B07212S85T,M&H Customer Friendly Store,
,B0D6SWQ4C2,9,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-31T20:46:30.761Z,2025-11-01T18:45:11.250Z,2025-11-02T18:16:01.971Z,1256.54,,"$1,249.98","THINX - Ropa interior para todos los períodos, cintura alta, 12 tampones, aprobado por la FSA HSA, a prueba de fugas, reutilizable y controla el olor, negro, paquete de 2",https://www.amazon.com.mx/dp/B0D6SWQ4C2,https://www.amazon.com/dp/B0D6SWQ4C2,SIDE SHOP,
,B0CJ26H25Y,9,Salud y Cuidado Personal,disponible,disponible,,,2025-10-31T20:46:30.761Z,2025-11-01T18:45:19.360Z,2025-11-02T18:16:08.652Z,678.68,15.99,$675.14,"L'OLGA COLLECTION - Bolsa de maquillaje ligera y reutilizable, artículos de cambiador | Bolsa de cosméticos a prueba de salpicaduras, plegable y de viaje, impermeable, traje de baño de playa, traje de",https://www.amazon.com.mx/dp/B0CJ26H25Y,https://www.amazon.com/dp/B0CJ26H25Y,SIDE SHOP,L'OLGA
,B0F43QZV4X,9,Salud y Cuidado Personal,disponible,disponible,,,2025-10-31T20:46:30.761Z,2025-11-01T18:45:27.005Z,2025-11-02T18:16:17.171Z,305.3,1.3,$304.79,RingConn Gen 2 - Kit de tallas de aire – Tamaño primero antes de comprar – Elige entre 9 tamaños – Tamaños 6 a 14 – Solo anillo inteligente,https://www.amazon.com.mx/dp/B0F43QZV4X,https://www.amazon.com/dp/B0F43QZV4X,Corner Stone LLC,RingConn Official Store
,B07MK5Z35V,9,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-31T20:46:30.761Z,2025-11-01T18:45:36.157Z,2025-11-02T18:16:24.643Z,704.55,,$700.18,"2 pares de lentes de sol de lectura bifocales para mujer, gafas de lectura Cateye vintage Jackie ovaladas, 1 Negro 1 Tortuga, Adulto",https://www.amazon.com.mx/dp/B07MK5Z35V,https://www.amazon.com/dp/B07MK5Z35V,Novayu,
,B09BTH239Y,9,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-31T20:46:30.761Z,2025-11-01T18:45:44.734Z,2025-11-02T18:16:33.611Z,743.97,,$723.81,"Likas Jabón de papaya original, paquete de 1 - JUEGO DE 4",https://www.amazon.com.mx/dp/B09BTH239Y,https://www.amazon.com/dp/B09BTH239Y,GUTTIDIRECT,
,B0CNKCJ2VH,9,Salud y Cuidado Personal,disponible,disponible,,,2025-10-31T20:46:30.762Z,2025-11-01T18:45:53.916Z,2025-11-02T18:16:42.194Z,523.73,9.99,$512.93,"Endoto Plantillas de espuma viscoelástica para Skechers zapatos mujer, Insoles inserts inserto acolchadas de reemplazo para mayor comodidad y alivio del dolor en los pies-Negro 41 EU",https://www.amazon.com.mx/dp/B0CNKCJ2VH,https://www.amazon.com/dp/B0CNKCJ2VH,BG3 STORE,Endoto® Online
,B0DPQ5GY5G,9,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-31T20:46:30.762Z,2025-11-01T18:46:01.717Z,2025-11-02T18:16:50.641Z,517.22,,$526.86,GOGIFTGO Aceite De Cyperus Rotundus Aceite De Cyperus Aceite De Cyperus Rotundus Para Depilación Aceite De Cyperus Natural Calmante Y Suave Reduce El Crecimiento Del Vello Corporal Piel Suav,https://www.amazon.com.mx/dp/B0DPQ5GY5G,https://www.amazon.com/dp/B0DPQ5GY5G,SRKSB LLC,
,B08VZWDWNR,9,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-31T20:46:30.762Z,2025-11-01T18:46:10.021Z,2025-11-02T18:16:57.591Z,727.19,,$723.39,"2 pares de lentes de sol de lectura bifocales para mujer, gafas de lectura Cateye vintage Jackie ovaladas, 1 leopardo gris 1 leopardo marrón, Adulto",https://www.amazon.com.mx/dp/B08VZWDWNR,https://www.amazon.com/dp/B08VZWDWNR,SIDE SHOP,
,B0DT9K92B4,9,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-31T20:46:30.762Z,2025-11-01T18:46:17.402Z,2025-11-02T18:17:04.833Z,499,,$512.93,"Freshmile Pastillas de enjuague bucal de viaje para fumadores-Sin flúor ni alcohol, para el tratamiento del mal aliento y el blanqueamiento natural, sabor menta (60 unidades)",https://www.amazon.com.mx/dp/B0DT9K92B4,https://www.amazon.com/dp/B0DT9K92B4,Dema Tecno,
