also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B0BFRWHZX4,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.148Z,2025-11-01T14:36:31.153Z,2025-11-02T14:22:00.951Z,660,,$632.65,"SAREKS Granos De Albaricoque Amargo Orgánico Crudo (10Oz),% 100 Semillas Orgánicas Certificadas Usda, No Ogm, Producto De Pavo, Sin Gluten, Bolsa Resellable",https://www.amazon.com.mx/dp/B0BFRWHZX4,https://www.amazon.com/dp/B0BFRWHZX4,REG VITAMINS,
,B08NYFRJM1,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.149Z,2025-11-01T14:36:42.195Z,2025-11-02T14:22:12.611Z,876.56,,$904.53,AULVERTA Paquete de 3 mezcla de postre Dream Whip 170 g 6 oz Añade sabor dulce y textura cremosa a todos tus postres favoritos {importado de Canadá},https://www.amazon.com.mx/dp/B08NYFRJM1,https://www.amazon.com/dp/B08NYFRJM1,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐,
,B08DT8DWQY,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.149Z,2025-11-01T14:36:50.294Z,2025-11-02T14:22:20.253Z,1293.71,,"$1,314.41",frijoles (Farro),https://www.amazon.com.mx/dp/B08DT8DWQY,https://www.amazon.com/dp/B08DT8DWQY,Bluforest Mx,
,B07XJRP647,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.149Z,2025-11-01T14:36:57.841Z,2025-11-02T14:22:26.814Z,1772.73,,"$1,728.64","Monk Drops – 100% edulcorante líquido de monjes, cero glicémica, cero calorías, cero azúcar, sin agua añadida, fruta de monje concentrada (350 porciones) 8 Fl Oz (Pack of 1)",https://www.amazon.com.mx/dp/B07XJRP647,https://www.amazon.com/dp/B07XJRP647,Living Storers,
,B0755FQD9L,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.149Z,2025-11-01T14:37:06.480Z,2025-11-02T14:22:33.352Z,467,,$458.46,"Paquete de 50 adornos para cupcakes con purpurina dorada para tartas de matrimonio, compromiso, aniversario, cumpleaños, fiesta de San Valentín, decoración de pasteles",https://www.amazon.com.mx/dp/B0755FQD9L,https://www.amazon.com/dp/B0755FQD9L,BG3 STORE,
,B08W9JN4X6,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.149Z,2025-11-01T14:37:14.420Z,2025-11-02T14:22:40.721Z,544.09,,$536.92,"Organic Way Amla Seca/Grosella Espinosa India Cortada Y Tamizada (Phyllanthus Emblica) - Certificado Orgánico Y Kosher | Crudo, Vegano, Sin Omg Y Sin Gluten | Certificado Usda | Origen - Ind",https://www.amazon.com.mx/dp/B08W9JN4X6,https://www.amazon.com/dp/B08W9JN4X6,Corner Stone LLC,
,B0CWJ1CHKF,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.149Z,2025-11-01T14:37:22.554Z,2025-11-02T14:22:47.794Z,1659.9,,"$1,587.58","MALK Leche de almendras orgánica sin azúcar - 32 fl oz - Paquete de 6 - Sin OGM, aprobada por Whole 30, sin lácteos - 32 onzas líquidas",https://www.amazon.com.mx/dp/B0CWJ1CHKF,https://www.amazon.com/dp/B0CWJ1CHKF,FAVORİ STORE,
,B00RHX95JK,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.149Z,2025-11-01T14:37:31.076Z,2025-11-02T14:22:55.336Z,343.52,,$344.77,"Ensalada Pizazz! Almendras Toppings, Miel tostado con arándanos – Mezcla de aperitivos y ensalada – 3.5 oz (3.5 oz) bolsa resellable",https://www.amazon.com.mx/dp/B00RHX95JK,https://www.amazon.com/dp/B00RHX95JK,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐,
,B08ZYBZS6M,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.149Z,2025-11-01T14:37:38.995Z,2025-11-02T14:23:03.163Z,635.96,,$632.65,ORGANIC Hojicha Powder [100g/3.5oz] Premium culinary grade from Shizuoka Japan | Japanese Tea KIMIKURA,https://www.amazon.com.mx/dp/B08ZYBZS6M,https://www.amazon.com/dp/B08ZYBZS6M,SIDE SHOP,
,B0D5JYKKCQ,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.150Z,2025-11-01T14:37:46.745Z,2025-11-02T14:23:10.979Z,833.1,,$832.40,"Algae Cooking Club Aceite de cocina 100 % de algas de calidad de chef, punto de humo alto de 535 F, alto oleico, neutro, sin aceite de semilla, versátil, para freír, asar a la parrilla, hornear y ensa",https://www.amazon.com.mx/dp/B0D5JYKKCQ,https://www.amazon.com/dp/B0D5JYKKCQ,SRKSB LLC,
,B01FLKVRC8,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.150Z,2025-11-01T14:37:55.697Z,2025-11-02T14:23:18.206Z,793.21,,$776.36,"Té Rooibos, té orgánico certificado por USDA, mi té rojo. Sin etiquetas, Sudáfrica, 100% puro, de origen único, natural, apto para agricultores, sin OMG y sin cafeína",https://www.amazon.com.mx/dp/B01FLKVRC8,https://www.amazon.com/dp/B01FLKVRC8,✨Aurorix A,
,B07BRZYSK1,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.150Z,2025-11-01T14:38:03.658Z,2025-11-02T14:23:26.835Z,2358.64,,"$2,321.07",Aceite de oliva virgen extra orgánico prensado en frío premiado premio - variedad única 3 Liter Tin,https://www.amazon.com.mx/dp/B07BRZYSK1,https://www.amazon.com/dp/B07BRZYSK1,Rendomin,
,B0DQVL3XMV,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.150Z,2025-11-01T14:38:10.599Z,2025-11-02T14:23:33.401Z,1341.37,,"$1,338.40","IASO Té Instantáneo (Original): Té Práctico para Un Estilo de Vida Equilibrado, Suave Y Refrescante, 25 Bolsitas (1 Paquete)",https://www.amazon.com.mx/dp/B0DQVL3XMV,https://www.amazon.com/dp/B0DQVL3XMV,MYSILKROAD LLC,
,B0CXPG8SNH,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.150Z,2025-11-01T14:38:18.703Z,2025-11-02T14:23:40.490Z,473.05,,$632.42,"ORGFUN Grano De Vainilla En Polvo 3.53 Oz, Polvo De Vainilla De Madagascar Molido Nativo Puro Natural Sin Rellenos Ni Aditivos Ideal Para Hornear, Postres, Café Vegano Sin Gluten 100G",https://www.amazon.com.mx/dp/B0CXPG8SNH,https://www.amazon.com/dp/B0CXPG8SNH,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐,
,B081R5PX1D,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.150Z,2025-11-01T14:38:27.043Z,2025-11-02T14:23:47.961Z,691.9,,$679.42,"True Organic Canela De Ceilán En Polvo, 1 Lb, Sin Gluten, Certificado Usda Y Kosher, Canela Orgánica En Polvo, Canela Molida, Sin Ogm, Ceilán Calidad Premium",https://www.amazon.com.mx/dp/B081R5PX1D,https://www.amazon.com/dp/B081R5PX1D,MARVEL INC.,
,B088KMGV47,1,Alimentos y Bebidas,disponible,no disponible,,,2025-10-31T20:09:35.150Z,2025-11-01T14:38:35.071Z,2025-11-02T14:23:56.494Z,646.27,,$626.25,Monograno Felicetti Pasta de codo italiana orgánica de chiocciole hecha con kamut 17.64 Ounce,https://www.amazon.com.mx/dp/B088KMGV47,https://www.amazon.com/dp/B088KMGV47,KRONOS STORE,
