also_appears_in,asin,batch_number,category,disponibilidad_mx,error_verificacion_mx,extracted_at,fecha_verificacion_mx,precio_actual_mx,price,title,url_mx,vendedor_actual_mx
,B0CZDTBMCN,2,Belleza,disponible,,2025-11-03T14:48:56.085Z,2025-11-03T20:47:33.204Z,1253.23,"$1,290.92",SPARTAN Champú Activador De Raíces Para Hombres: Champú Para El Crecimiento Del Cabello Para La Caída Y El Debilitamiento Del Cabello Negro,https://www.amazon.com.mx/dp/B0CZDTBMCN,SRKSB LLC
,B0CLJ7TMYY,2,Belleza,disponible,,2025-11-03T14:48:56.085Z,2025-11-03T20:47:42.942Z,992.35,"$1,023.90","Eastanbul- Baklava 1.1 lb, caja de regalo de baklava, pastel de baklava, caja de regalo de dulces de Oriente Medio, diseño gourmet premium",https://www.amazon.com.mx/dp/B0CLJ7TMYY,NEW AGE SHOPPING
,B0DMNFSJGR,2,Belleza,disponible,,2025-11-03T14:48:56.085Z,2025-11-03T20:47:52.236Z,825.95,$854.86,"OOZNARY- Triple poder vitamínico: combina niacinamida (vitamina B3), vitamina C y glutatión para nutrir, proteger y mejorar la luminosidad de la piel.",https://www.amazon.com.mx/dp/B0DMNFSJGR,M&H Customer Friendly Store
,B0F6CS8LF1,2,Belleza,disponible,,2025-11-03T14:48:56.085Z,2025-11-03T20:48:00.315Z,890.85,"$1,365.71","Cera de cera para visualización táctil, control digital de temperatura (100 °F a 200 °F), derretidor eléctrico de cera para hacer velas y jabón con revestimiento antiadherente y vertido, ideal para",https://www.amazon.com.mx/dp/B0F6CS8LF1,Amazon Estados Unidos
,B0DT7QJSJR,2,Belleza,disponible,,2025-11-03T14:48:56.086Z,2025-11-03T20:48:08.537Z,234.9,$537.70,"Marc Anthony Grow Long Anti-Frizz Shield Ultimate Blowout Spray, crece largo, cabello suave y brillante en alta humedad, protector térmico - 6.7 onzas",https://www.amazon.com.mx/dp/B0DT7QJSJR,Marca: Marc Anthony
,B09HGM69MK,2,Belleza,disponible,,2025-11-03T14:48:56.086Z,2025-11-03T20:48:17.174Z,610.67,$727.08,"True+Real Therapeutic Plus Tar Gel Anti-Dandruff Shampoo 0.5% Coal Tar, 16 Fl Oz, Pack of 2",https://www.amazon.com.mx/dp/B09HGM69MK,Marca: True+Real
,B0F8HJ53T9,2,Belleza,disponible,,2025-11-03T14:48:56.086Z,2025-11-03T20:48:26.535Z,405.75,$412.57,"Botellas pulverizadoras de plástico para vaporizadores de cabello, botellas de spray vacías resistentes para soluciones de limpieza, plantas (12ozblackandclear)",https://www.amazon.com.mx/dp/B0F8HJ53T9,Rendosa
,B000IB0GBO,2,Belleza,disponible,,2025-11-03T14:48:56.086Z,2025-11-03T20:48:34.095Z,1454.5,"$1,543.10","Geo. F. Trumper Sandalwood Colonia en botella atomizadora de vidrio, 50 ml",https://www.amazon.com.mx/dp/B000IB0GBO,NEW AGE SHOPPING
,B09LCCLYRP,2,Belleza,disponible,,2025-11-03T14:48:56.086Z,2025-11-03T20:48:43.364Z,988.15,"$1,015.71",Saie Iluminador Ligero Glowy Super Gel - Luminizador E Imprimación de Maquillaje para Piel Luminosa - Enriquecido Con Vitamina C + Aceite de Escualeno Hidratante - Usar Solo O Debajo Del Maquillaje -,https://www.amazon.com.mx/dp/B09LCCLYRP,NEW AGE SHOPPING
,B0DBGVVGYP,2,Belleza,disponible,,2025-11-03T14:48:56.086Z,2025-11-03T20:48:52.132Z,1837.12,"$1,919.95","(PRMR) Youth Radiance Vitatinol Serum Retinol con Vitamina Paquete SET Vitamina A, C, Cuidado de la piel, Hidratante, Brillante, Elástico, Lifting, Cosméticos coreanos 0.7 oz (21 g 2)",https://www.amazon.com.mx/dp/B0DBGVVGYP,BROWN LEAVES LLC
,B0CFLWQH7N,2,Belleza,disponible,,2025-11-03T14:48:56.086Z,2025-11-03T20:49:01.385Z,457.54,$588.52,KorViSHOW- Diadema con corona de flores amarillas - Tocado floral de hadas Corona de flores renacentista para mujeres y niñas Weedi,https://www.amazon.com.mx/dp/B0CFLWQH7N,Amazon Estados Unidos
,B0FG2RSBYF,2,Belleza,disponible,,2025-11-03T14:48:56.086Z,2025-11-03T20:49:08.952Z,1330.08,"$1,366.43","FREEAMG - Estuche de maquillaje extragrande con 4 bolsas extraíbles, estuche de maquillaje profesional con ruedas, bolsa de cosméticos de viaje para estilistas, artista de maquillaje con carrito",https://www.amazon.com.mx/dp/B0FG2RSBYF,Amazon Estados Unidos
,B0CQ2XNQ79,2,Belleza,disponible,,2025-11-03T14:48:56.087Z,2025-11-03T20:49:15.982Z,946,$946.01,"Milk Makeup- Tinte en gel refrescante con agua, Chill (rojo), 0,17 oz, tinte transparente para labios y mejillas, acabado en acuarela modulable",https://www.amazon.com.mx/dp/B0CQ2XNQ79,KRONOS STORE
,B0F93PXM81,2,Belleza,disponible,,2025-11-03T14:48:56.087Z,2025-11-03T20:49:23.874Z,941.61,$965.37,"HALOVIDA Shampoo en Seco para Mujeres para Cabello Oscuro - Sin Residios Blancos, Absorbe Aceites en 60 Segundos, Aporta Volumen y Refresca el Cabello hasta 72 Horas, 150 ml.",https://www.amazon.com.mx/dp/B0F93PXM81,MARVEL INC.
,B0131JCHVQ,2,Belleza,disponible,,2025-11-03T14:48:56.087Z,2025-11-03T20:49:31.735Z,1767.29,"$2,214.57","Silk Scarf Scarves for Women 64"" x 18"" Blue Louis C. Tiffany Iris Design",https://www.amazon.com.mx/dp/B0131JCHVQ,Amazon Estados Unidos
