also_appears_in,asin,batch_number,category,disponibilidad_mx,error_verificacion_mx,extracted_at,fecha_verificacion_mx,precio_actual_mx,price,title,url_mx,vendedor_actual_mx
,B0FFBNQXVV,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.633Z,2025-11-03T22:37:24.401Z,787.14,"$1,180.88","Juxdp - 20 ramas de pino norfolk de tacto real, plantas verdes artificiales de Navidad, ramas de plantas verdes de imitación, púas de pino falsas para jarrón, manualidades, guirnalda, corona",https://www.amazon.com.mx/dp/B0FFBNQXVV,Amazon Estados Unidos
,B07ZG8F8QZ,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.634Z,2025-11-03T22:37:32.600Z,625.46,$662.84,Gold Standard Premium - Spray protector de zapatos repelente al agua - 5 oz. Protector de zapatos de gamuza con fórmula impermeable,https://www.amazon.com.mx/dp/B07ZG8F8QZ,Rendomin
,B0C9J518XM,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.634Z,2025-11-03T22:37:41.727Z,907.77,$933.49,"Nollh Kit de Diario para Niñas y Adolescentes - Juego de Álbum de Recortes Estacionario y Suministros de Diario, Regalos de Cumpleaños",https://www.amazon.com.mx/dp/B0C9J518XM,SOCIALBOOSTI LLC
,B07FDPZJDP,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.634Z,2025-11-03T22:37:50.469Z,1951.45,"$1,951.46","FirsTime & Co. - Reloj de Pared de Madera, 22.5 Pulgadas, Color Tostado, 243",https://www.amazon.com.mx/dp/B07FDPZJDP,GREENJIN
,B0C4YVZD66,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.634Z,2025-11-03T22:37:59.150Z,1461.89,"$1,494.92","LIBKEN Cesta de frutas de malla de alambre de metal con tapa de madera, solución interior a prueba de moscas para frutas frescas, tazón de frutas cubierto con tapa, cubierta contra moscas para",https://www.amazon.com.mx/dp/B0C4YVZD66,Rendosa
,B08DNG8XQZ,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.634Z,2025-11-03T22:38:07.921Z,841.89,$862.05,"Reshoevn8r Premium Shoe and Sneaker Cleaner Solution, for Suede, Whites, Leather, Nubuck and Most Materials, 8 Oz",https://www.amazon.com.mx/dp/B08DNG8XQZ,GUTTIDIRECT
,B0F292PFNB,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.634Z,2025-11-03T22:38:14.963Z,1473.79,"$2,076.49","Astercook - Juego de 21 ollas y sartenes de cerámica antiadherentes, asas desmontables, juego de cocina de RV, apto para horno, listo para inducción, apilable, rosa",https://www.amazon.com.mx/dp/B0F292PFNB,Amazon Estados Unidos
,B07KCRKNTX,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.634Z,2025-11-03T22:38:23.348Z,1235,"$1,255.20",Mapa plano del mundo – 1892 Alexander Gleason Mapa – 24 x 36 pulgadas – Póster decorativo para pared – Plano circular – Longitud y tiempo – Proyección azimutal polar – Tierras planas – Decoración de,https://www.amazon.com.mx/dp/B07KCRKNTX,OLALOOK LLC
,B0F3PJ3R91,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.634Z,2025-11-03T22:38:31.204Z,528.92,$538.18,"bocinas repelentes de mosquitos, bobina de incienso de citronela para exteriores, cada una se quema durante 8 horas (contiene 20 bocinas y 1 soporte)",https://www.amazon.com.mx/dp/B0F3PJ3R91,BG3 STORE
,B09YLZ4NF4,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.634Z,2025-11-03T22:38:40.623Z,219,"$2,140.16","NIKKY HOME Reloj de mesa vintage dorado, silencioso, sin tictac, funciona con pilas, repisa de escritorio, pequeño reloj de metal para decoración de sala de estar",https://www.amazon.com.mx/dp/B09YLZ4NF4,Marca: NIKKY HOME
,B0DSW1R2JJ,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.635Z,2025-11-03T22:38:48.242Z,617.18,$954.82,Paterr Back to School Tote Bag for Teacher Gifts Bulk Crayon Pencil Composition Notebook Rule Apple Pattern Canvas Bag,https://www.amazon.com.mx/dp/B0DSW1R2JJ,Amazon Estados Unidos
,B093QLDBQW,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.635Z,2025-11-03T22:38:55.791Z,640.92,$640.93,"Veggie Wash - Lavado de frutas y verduras, 16 Fl Oz (Pack of 2)",https://www.amazon.com.mx/dp/B093QLDBQW,Corner Stone LLC
,B08TFDN7F3,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.635Z,2025-11-03T22:39:04.911Z,889.35,$889.36,"Reshoevn8r - Protector de zapatos impermeable para agua y manchas, repelente al agua para tenis, gamuza, lona, piel o zapatos blancos, Transparente, 6.5 Oz",https://www.amazon.com.mx/dp/B08TFDN7F3,Red Pure
,B0DV5SDY1R,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.635Z,2025-11-03T22:39:14.150Z,3480,"$3,480.01","Nostalgia NRMOPM7PK6A - Encimera retro de 0.7 Cu. Ft Horno de microondas, rosa",https://www.amazon.com.mx/dp/B0DV5SDY1R,GREENJIN
,B0DKNK53YF,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.635Z,2025-11-03T22:39:21.695Z,828.41,"$1,180.88","Philips 2 Pack Solar Security Light Outdoor 302 LED 1200lm, Solar-Powered Waterproof Wall-Mounted Floodlight w/PIR Motion Sensor, 3 Heads, IP65 Waterproof, 3 Modes",https://www.amazon.com.mx/dp/B0DKNK53YF,Amazon Estados Unidos
,B0F7L92ZW4,6,Hogar y Cocina,disponible,,2025-11-03T15:02:55.635Z,2025-11-03T22:39:29.121Z,1693.57,"$1,693.58","ZEROMX Kit de fabricación de velas de soja de primera calidad, kit para hacer velas, suministros para hacer velas con digital",https://www.amazon.com.mx/dp/B0F7L92ZW4,Corner Stone LLC
,B0D2NW5C7H,6,Hogar y Cocina,disponible,,2025-11-03T15:03:05.146Z,2025-11-03T22:39:37.332Z,2569.89,"$2,696.66","CHOEZON - Mesa de consola estrecha de 78.7 pulgadas con toma de corriente, mesa de sofá delgada de 7.1 pulgadas, mesa de sofá larga detrás con estación de carga, mesa de entrada para pasillo, sala de",https://www.amazon.com.mx/dp/B0D2NW5C7H,SRKSB LLC
,B0BRZY42BN,6,Hogar y Cocina,disponible,,2025-11-03T15:03:05.146Z,2025-11-03T22:39:46.527Z,3394.08,"$3,546.24","12 cestas de compras de plástico de 20 litros con asas de 16.9 x 11.8 x 9.1 pulgadas para suministros de comestibles de mercado, almacenamiento cómodo (amarillo)",https://www.amazon.com.mx/dp/B0BRZY42BN,MX Shipment's
,B0D9Q68KWC,6,Hogar y Cocina,disponible,,2025-11-03T15:03:05.147Z,2025-11-03T22:39:55.736Z,1192.79,"$1,365.71","FansArriche Airbrush Paint, 44 colores con 6 diluyente acríaire ceppintura de conjunto, listo para pulveria base de agua opy neón y pintura acríiridiscente para principiantes, artistas, 20 ml/botella",https://www.amazon.com.mx/dp/B0D9Q68KWC,Rendomin
