also_appears_in,asin,batch_number,category,disponibilidad_mx,error_verificacion_mx,extracted_at,fecha_verificacion_mx,precio_actual_mx,price,title,url_mx,vendedor_actual_mx
,B0DQ8R8T7J,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.576Z,2025-11-03T21:32:14.992Z,1200.14,"$1,265.02","Bolsa de boxeo de pie para adultos y adolescentes, bolsa de boxeo pesada de 70 pulgadas con soporte, bolsa pesada inflable de boxeo para entrenamiento MMA Muay Thai Fitness",https://www.amazon.com.mx/dp/B0DQ8R8T7J,Amazon Estados Unidos
,B09GLTXDR2,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.576Z,2025-11-03T21:32:23.612Z,1116.9,"$1,315.37","BDH- Barras de raciones de alimentos de emergencia, tabletas de supervivencia con sabor a chocolate, suministro para campamentos al aire libre, emergencias de nieve",https://www.amazon.com.mx/dp/B09GLTXDR2,Rendomin
,1955710198,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.577Z,2025-11-03T21:32:31.788Z,938.07,$983.59,"Salud de los hombres, no requiere gimnasio: pesas rusas – logra una transformación de cuerpo completo cuando usas solo una pesa rusa",https://www.amazon.com.mx/dp/1955710198,GUTTIDIRECT
,B0DDQHLWFN,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.577Z,2025-11-03T21:32:39.995Z,1368.88,"$1,436.91",Truvani Proteína de guisante vegana en polvo | Vainilla | 20 g de proteína vegetal orgánica | 18 porciones | Cetogénica | Sin gluten ni lácteos | Baja en carbohidratos | Sin azúcares añadidos,https://www.amazon.com.mx/dp/B0DDQHLWFN,DUKKI LLC
,B0DD78SP1S,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.577Z,2025-11-03T21:32:49.318Z,723.81,$739.07,"Pasamontañas - Máscara de esquí de forro polar para hombres y mujeres, máscara facial de invierno a prueba de viento con capucha, bufanda para clima frío, sombrero para el cuello (gris)",https://www.amazon.com.mx/dp/B0DD78SP1S,Rendomin
,B0CZLHK8YN,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.577Z,2025-11-03T21:32:57.116Z,1180.39,"$1,621.49","JASCOPRO - playera de bateo portátil, altura ajustable de 25 a 37 pulgadas, para béisbol y sóftbol, playera de béisbol de alta calidad fácil de montar con parte superior de goma, playera de softbol",https://www.amazon.com.mx/dp/B0CZLHK8YN,Amazon Estados Unidos
,B07BRBB75X,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.577Z,2025-11-03T21:33:04.963Z,640.76,$657.08,"Peak Refuel Mochilero liofilizado y comida de camping, sabor increíble, proteínas altas, preparación rápida, ligera, 2 bolsas de servicio",https://www.amazon.com.mx/dp/B07BRBB75X,NEW AGE SHOPPING
,B095RHHH36,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.577Z,2025-11-03T21:33:12.912Z,700,"$1,038.73",HEAD Speed Kids Raqueta de tenis – Raqueta de equilibrio de luz para principiantes,https://www.amazon.com.mx/dp/B095RHHH36,Marca: HEAD
,B0DSL3XTJ5,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.577Z,2025-11-03T21:33:20.897Z,599.92,$599.93,"ROXUN - Mangas de brazo con orificio para el pulgar, protección solar UV, cubierta de compresión de enfriamiento para hombres y mujeres",https://www.amazon.com.mx/dp/B0DSL3XTJ5,Amazon Estados Unidos
,B0CF9C41TM,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.578Z,2025-11-03T21:33:27.992Z,998.19,"$1,064.14","Bdh- Barras de raciones de alimentos de emergencia - 12 unidades de tabletas de supervivencia comprimidas con sabor a café, suministro de raciones de alimentos para acampar al aire libre, senderismo,",https://www.amazon.com.mx/dp/B0CF9C41TM,ProductosTX ⭐ ⭐ ⭐ ⭐ ⭐
,B0CNZZ5YQZ,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.578Z,2025-11-03T21:33:37.370Z,968.25,"$1,027.94",Marcolumb - Almohada de espuma viscoelástica cómoda para viajar y acampar - Bolsa portátil fácil de transportar - Funda de almohada reguladora de la temperatura - Perfecta para viajar - Gris,https://www.amazon.com.mx/dp/B0CNZZ5YQZ,NEW AGE SHOPPING
,B0CDNYQTHP,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.578Z,2025-11-03T21:33:47.334Z,793.29,$808.83,"Anlisim - Calcetines térmicos de lana merina para mujer, 5 pares, Tie-Dye, M",https://www.amazon.com.mx/dp/B0CDNYQTHP,M&H Customer Friendly Store
,B0B75MMZ43,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.578Z,2025-11-03T21:33:54.578Z,648.3,$662.84,"Sun dried seafoods- Arenque seco/Tuyo (pescado seco), capturado en estado salvaje, sin químicos (200 g, 1 paquete)",https://www.amazon.com.mx/dp/B0B75MMZ43,Rendomin
,B08YK94NSP,3,Deportes y Aire libre,disponible,,2025-11-03T14:53:02.578Z,2025-11-03T21:34:02.314Z,719.11,$732.76,"CHLIVE - Camilla ajustable para sombrero ajustable - Talla única, madera maciza y resistente unisex, plateado",https://www.amazon.com.mx/dp/B08YK94NSP,Maviburada
