asin,title,price,url,category,batch_number
"B09PR99NRQ","KUKKA essential oils Kukka Aceite De Clavo Para El Cuidado Bucal, Dientes Y Encías Aceite Esencial De Clavo - Aceite Esencial De Clavo 100% Natural Para El Cuidado Bucal - Aceite De Clavo Na","$613.45","","Salud y Cuidado Personal",10
"B07ZG8F8QZ","Gold Standard Premium - Spray protector de zapatos repelente al agua - 5 oz. Protector de zapatos de gamuza con fórmula impermeable","$662.84","","Salud y Cuidado Personal",10
"B093QLDBQW","Veggie Wash - Lavado de frutas y verduras, 16 Fl Oz (Pack of 2)","$640.93","","Salud y Cuidado Personal",10
"B0DJMJS2Y3","Aceite de ricino 16 fl oz (botella de vidrio) Original sin refinar Una enorme botella de vidrio con bomba Aceite para el cabello y el cuerpo 100% puro y natural, prensado en frío y sin hexano","$532.19","","Salud y Cuidado Personal",10
"B07Y2NGPJT","ThinOptics - anteojos de lectura rectangulares","$1,543.10","","Salud y Cuidado Personal",10
"B09F7PZV4Q","WELCOS KWAILNARA Milk Body Lotion 560 g / 19.75 oz. (Strawberry)","$708.39","","Salud y Cuidado Personal",10
"B0BNC86YDN","Bastón de madera hecho a mano para hombres y mujeres, elegantes bastones de madera natural con correa de muñeca y puntas de goma, 36 pulgadas","$1,444.82","","Salud y Cuidado Personal",10
"B08DNG8XQZ","Reshoevn8r Premium Shoe and Sneaker Cleaner Solution, for Suede, Whites, Leather, Nubuck and Most Materials, 8 Oz","$862.05","","Salud y Cuidado Personal",10
"B0DM2284X8","VOERUY- 【EXFOLIANTE DETOX PARA AXILAS】¡Dígale adiós a la acumulación persistente, los olores desagradables y el tono de piel desigual con nuestro exfoliante para axilas con árbol de té y menta! Diseña","$563.35","","Salud y Cuidado Personal",10
"B08TFDN7F3","Reshoevn8r - Protector de zapatos impermeable para agua y manchas, repelente al agua para tenis, gamuza, lona, piel o zapatos blancos, Transparente, 6.5 Oz","$889.36","","Salud y Cuidado Personal",10
"B071ZLPCYY","Samsara Herbs Polen de pino en polvo cosechado salvaje – 99% de pared celular agrietada (4 onzas/114 g)","$813.38","","Salud y Cuidado Personal",10
