also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B078Y61JXG,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.578Z,2025-10-30T05:15:49.890Z,2025-10-30T17:18:01.458Z,570.13,,$574.98,Summit Chemical Co. - Mosquito Dunk (6 unidades),https://www.amazon.com.mx/dp/B078Y61JXG,https://www.amazon.com/dp/B078Y61JXG,GUTTIDIRECT,
,B08CY55XDB,5,Salud y Cuidado Personal,disponible,disponible,,,2025-10-29T22:24:37.579Z,2025-10-30T05:15:59.451Z,2025-10-30T17:18:09.498Z,939.57,26.99,$899.72,LONDON MOLE Eyewear | Gafas de lectura Moley | Gafas redondas | Lectores geniales | Gafas de lectura elegantes | Unisex para hombre y mujer,https://www.amazon.com.mx/dp/B08CY55XDB,https://www.amazon.com/dp/B08CY55XDB,GUTTIDIRECT,Newgate World Ltd
,B07212SMJ8,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.579Z,2025-10-30T05:16:08.665Z,2025-10-30T17:18:16.809Z,472.76,,$470.60,"FeetPeople Premium Shoe Cream 1.5 Oz, Various Colors!",https://www.amazon.com.mx/dp/B07212SMJ8,https://www.amazon.com/dp/B07212SMJ8,M&H Customer Friendly Store,
,B002VWH7RE,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.579Z,2025-10-30T05:16:17.287Z,2025-10-30T17:18:23.993Z,1243,,"$1,174.81",Seals Cubierta de nailon para cabina,https://www.amazon.com.mx/dp/B002VWH7RE,https://www.amazon.com/dp/B002VWH7RE,Marca: Seals,
,B0CQ3MQR7C,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.579Z,2025-10-30T05:16:24.716Z,2025-10-30T17:18:32.477Z,1781.55,,"$1,711.79","Transparent Labs Aislado de proteína de suero de leche alimentado con pasto: sabor natural, proteína de suero de leche en polvo sin gluten con 28 g de proteína por porción y 9 aminoácidos esenciales",https://www.amazon.com.mx/dp/B0CQ3MQR7C,https://www.amazon.com/dp/B0CQ3MQR7C,BROWN LEAVES LLC,
,B0DGQPFRWD,5,Salud y Cuidado Personal,disponible,disponible,,,2025-10-29T22:24:37.579Z,2025-10-30T05:16:32.372Z,2025-10-30T17:18:39.691Z,472.02,8.19,$462.18,"Kit de 4 cepillos de brillo para zapatos de caballo para hombres y mujeres. Horsehair - cepillo para polvo para pulir zapatos, cepillo para polvo limpiador de gamuza de mango largo, aplicadores de",https://www.amazon.com.mx/dp/B0DGQPFRWD,https://www.amazon.com/dp/B0DGQPFRWD,GUTTIDIRECT,3A-International (USA)
,B09BTH239Y,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.579Z,2025-10-30T05:16:40.985Z,2025-10-30T17:18:47.466Z,717.74,,$706.35,"Likas Jabón de papaya original, paquete de 1 - JUEGO DE 4",https://www.amazon.com.mx/dp/B09BTH239Y,https://www.amazon.com/dp/B09BTH239Y,GUTTIDIRECT,
,B08VD3GCW3,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.579Z,2025-10-30T05:16:50.800Z,2025-10-30T17:18:53.914Z,594.53,,$584.01,AODULO Youth Long Sleeve T Shirts Kids Sun Shirts Hoodies Rash Guard UPF50+ Quick Dry Fit for Running Workout Playing,https://www.amazon.com.mx/dp/B08VD3GCW3,https://www.amazon.com/dp/B08VD3GCW3,Rendomin,
,B0CQC8547H,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.579Z,2025-10-30T05:16:58.670Z,2025-10-30T17:19:02.215Z,529,,$574.98,"Euthymol- “Pasta Dentífrica Blanqueadora EUTHYMOL (3.7fl oz) Eliminación de Manchas en 2 Semanas, Frescura Duradera para Sen",https://www.amazon.com.mx/dp/B0CQC8547H,https://www.amazon.com/dp/B0CQC8547H,quanax,
,B0C4317BLY,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.580Z,2025-10-30T05:17:06.501Z,2025-10-30T17:19:10.878Z,688.5,,$687.30,"WHOLE WORLD WELLNESS Extracto De Azafrán 100% Puro Apoyo Antioxidante Para El Estado De Ánimo, La Concentración, La Memoria, La Digestión, La Inmunidad, Los Ojos, La Piel, El Cerebro, El Pes",https://www.amazon.com.mx/dp/B0C4317BLY,https://www.amazon.com/dp/B0C4317BLY,Brownstone Brooklyn,
,B0C2H4ZN3R,5,Salud y Cuidado Personal,disponible,disponible,,,2025-10-29T22:24:37.580Z,2025-10-30T05:17:13.960Z,2025-10-30T17:19:18.185Z,1221.73,36.99,"$1,144.61","COOTRY - Traje de baño de manga corta para mujer, 2 piezas, talla grande, protección contra erupciones, traje de baño y pantalones cortos, UPF 50+",https://www.amazon.com.mx/dp/B0C2H4ZN3R,https://www.amazon.com/dp/B0C2H4ZN3R,PEACEE STOREE,Lady Outlet Store
,B0CMMSWNS6,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.580Z,2025-10-30T05:17:23.107Z,2025-10-30T17:19:26.885Z,1047.14,,$969.31,Zero Shine- Tarro - smp mate 2.0,https://www.amazon.com.mx/dp/B0CMMSWNS6,https://www.amazon.com/dp/B0CMMSWNS6,DOFER,
,B09KV7ZLPF,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.580Z,2025-10-30T05:17:31.772Z,2025-10-30T17:19:34.762Z,890.91,,$889.80,Atizon Long Sleeve Ruffle Dress for Women Feminine V Neck Polka Dot Loose Mini Dress,https://www.amazon.com.mx/dp/B09KV7ZLPF,https://www.amazon.com/dp/B09KV7ZLPF,ELEGANCE LLC.,
,B0DSHWDY62,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.580Z,2025-10-30T05:17:40.610Z,2025-10-30T17:19:41.800Z,529.71,,$518.81,"Qucship Potente XXL - Limpiador de basura espumoso y desodorantes tabletas – Paquete de 24 unidades, limpiador de eliminación de basura con aroma a cítricos, limpiador de drenaje para fregadero para 1",https://www.amazon.com.mx/dp/B0DSHWDY62,https://www.amazon.com/dp/B0DSHWDY62,BİLGİ LTD,
,B0C4YQTN79,5,Salud y Cuidado Personal,disponible,disponible,,,2025-10-29T22:24:37.580Z,2025-10-30T05:17:49.722Z,2025-10-30T17:19:48.546Z,1023.77,29.69,$972.16,"ATTRACO Traje de baño de una pieza con bloques de color para mujer, traje de baño deportivo con espalda cruzada",https://www.amazon.com.mx/dp/B0C4YQTN79,https://www.amazon.com/dp/B0C4YQTN79,Rendosa,ATTRACO
,B0B6B5FQ5X,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:37.580Z,2025-10-30T05:17:58.235Z,2025-10-30T17:19:57.045Z,632.02,,$601.75,"CARELAND- Parches de gel de lidocaína al 4%, 18 unidades | Parches de máxima potencia para aliviar el dolor muscular en el cuello, la rodilla y la espalda",https://www.amazon.com.mx/dp/B0B6B5FQ5X,https://www.amazon.com/dp/B0B6B5FQ5X,TIME OF SHOP,
,B07G8168W8,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:49.617Z,2025-10-30T05:18:05.889Z,2025-10-30T17:20:04.703Z,857.93,,$853.33,"DMSO - Botella de vidrio de grado farmacéutico con 99.9% de pureza y bajo olor, 3.3 onzas (sulfóxido de dimetilo) con cuentagotas",https://www.amazon.com.mx/dp/B07G8168W8,https://www.amazon.com/dp/B07G8168W8,GUTTIDIRECT,
,B07VKMWQSN,5,Salud y Cuidado Personal,disponible,disponible,,,2025-10-29T22:24:49.617Z,2025-10-30T05:18:14.435Z,2025-10-30T17:20:12.998Z,514.98,8.99,$481.16,"Face Shadow - Funda grande para anteojos de sol (tamaño XL), Marrón, Medium",https://www.amazon.com.mx/dp/B07VKMWQSN,https://www.amazon.com/dp/B07VKMWQSN,MSTZKN SHİPMENT,"wellworths co.,ltd"
,B0CYZVXG7D,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:49.618Z,2025-10-30T05:18:23.388Z,2025-10-30T17:20:20.152Z,1036.94,,"$1,004.55",DR. MORITZ- “Gomitas de Magnesio Calma sin Azúcar para Niños y Adultos Gomitas de Magnesio para Niños Citrato de Magnesio,https://www.amazon.com.mx/dp/B0CYZVXG7D,https://www.amazon.com/dp/B0CYZVXG7D,RVDSHOP,
,B0D4299GN1,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:49.618Z,2025-10-30T05:18:32.284Z,2025-10-30T17:20:28.643Z,541,,$508.17,"Gribell - Spray profesional elástico para zapatos, para piel, botas y zapatos, pies anchos, suavizante de piel y estirador, botas, guantes, bolsas para mujeres y hombres, 4 onzas líquidas, Claro,",https://www.amazon.com.mx/dp/B0D4299GN1,https://www.amazon.com/dp/B0D4299GN1,MSTZKN SHİPMENT,
,B0DF7D3ZZQ,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:49.618Z,2025-10-30T05:18:46.721Z,2025-10-30T17:20:41.593Z,927.95,,$899.72,"LILICARE Suplemento de fisetina: liposomal de súper absorción, 98% de pureza, 1200 mg de fisetina con quercetina, resveratrol, extracto de té verde para un envejecimiento saludable y longevidad, sa",https://www.amazon.com.mx/dp/B0DF7D3ZZQ,https://www.amazon.com/dp/B0DF7D3ZZQ,MARVEL INC.,
,B0DD7K9JXF,5,Salud y Cuidado Personal,disponible,no disponible,,,2025-10-29T22:24:49.618Z,2025-10-30T05:18:56.477Z,2025-10-30T17:20:49.586Z,508.7,,$505.40,"SEWAK AL NOOR-Paquete de 12 palitos de Miswak para dientes con soporte - Cepillo de dientes natural para blanquear los dientes, salud bucal y aliento fresco - Sellado al vacío con sabor natural",https://www.amazon.com.mx/dp/B0DD7K9JXF,https://www.amazon.com/dp/B0DD7K9JXF,SRKSB LLC,
