also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B0FGXFG19M,3,Deportes y Aire libre,disponible,no disponible,,,2025-10-31T20:17:33.304Z,2025-11-01T16:05:02.631Z,2025-11-02T15:43:49.061Z,1685.23,,"$1,675.74","Pistola biométrica segura para pistola, pistola de computadora, caja de bloqueo de mano oculta para mesita de noche, impresión de dedos, acceso rápido",https://www.amazon.com.mx/dp/B0FGXFG19M,https://www.amazon.com/dp/B0FGXFG19M,PEACEE STOREE,
,B09JB16G1F,3,Deportes y Aire libre,disponible,no disponible,,,2025-10-31T20:17:33.305Z,2025-11-01T16:05:11.337Z,2025-11-02T15:43:56.752Z,1230,,"$1,233.53","HerbaZest- Semillas de Sacha Inchi (2 libras) Certificadas orgánicamente por el USDA Veganas, sin OGM y sin gluten Perfectas para Sna",https://www.amazon.com.mx/dp/B09JB16G1F,https://www.amazon.com/dp/B09JB16G1F,TrademartMx,
,B0777QF4K1,3,Deportes y Aire libre,disponible,no disponible,,,2025-10-31T20:17:33.305Z,2025-11-01T16:05:18.927Z,2025-11-02T15:44:05.228Z,715.74,,$715.35,"Reusable Washable Shoe & Boot Covers, Made in USA, NonSkid & Lab Tested, 4 Sizes",https://www.amazon.com.mx/dp/B0777QF4K1,https://www.amazon.com/dp/B0777QF4K1,SIDE SHOP,
,B0DYTXWPF3,3,Deportes y Aire libre,disponible,disponible,,,2025-10-31T20:17:33.305Z,2025-11-01T16:05:27.367Z,2025-11-02T15:44:12.947Z,774.45,21.99,$770.42,"ANIXITECH 300 Slots Game Card Holder Binder for Animal Crossing ACNH, Mini Cards Storage Organizer with Sleeves Compatible PS Vita, SD Memory Cards, Portable Card Album Book (White)",https://www.amazon.com.mx/dp/B0DYTXWPF3,https://www.amazon.com/dp/B0DYTXWPF3,SIDE SHOP,ANIXITECH
,B0DS26W5SF,3,Deportes y Aire libre,disponible,disponible,,,2025-10-31T20:17:33.305Z,2025-11-01T16:05:35.630Z,2025-11-02T15:44:20.733Z,695,15.99,$669.13,"Nextnoid - Agenda de entrenamiento de tapa dura para hombres y mujeres, A5 (5.7 x 8.3 pulgadas), libro de entrenamiento resistente, registro para rastrear gimnasio y entrenamientos en casa, color",https://www.amazon.com.mx/dp/B0DS26W5SF,https://www.amazon.com/dp/B0DS26W5SF,XIJIANG,Nextnoid
,B083QYHSN3,3,Deportes y Aire libre,disponible,no disponible,,,2025-10-31T20:17:33.305Z,2025-11-01T16:05:43.946Z,2025-11-02T15:44:28.882Z,492.68,,$491.98,"QZL - Cuchillo de bolsillo para hombre, cuchillo plegable con clip, con hoja de acero D2, bloqueo de forro de seguridad, cuchillo afilado para exteriores, táctico, supervivencia, camping, caza, pesca",https://www.amazon.com.mx/dp/B083QYHSN3,https://www.amazon.com/dp/B083QYHSN3,Rendosa,
,B092DYYBSM,3,Deportes y Aire libre,disponible,no disponible,,,2025-10-31T20:17:33.305Z,2025-11-01T16:05:53.350Z,2025-11-02T15:44:35.933Z,928.11,,$936.21,"Victorinox Classic SD Alox, Sweet Berry 0.6221.201G",https://www.amazon.com.mx/dp/B092DYYBSM,https://www.amazon.com/dp/B092DYYBSM,M&H Customer Friendly Store,
,B09B2TVKGB,3,Deportes y Aire libre,disponible,no disponible,,,2025-10-31T20:17:33.305Z,2025-11-01T16:06:00.820Z,2025-11-02T15:44:44.395Z,694.76,,$692.51,"Aquatabs Tabletas de purificación de Agua de 49 MG (100 Unidades) Sistema de filtración de Agua para Senderismo, mochileros, Camping, emergencias, Supervivencia y Uso doméstico. Tratamiento y",https://www.amazon.com.mx/dp/B09B2TVKGB,https://www.amazon.com/dp/B09B2TVKGB,SRKSB LLC,
,B0F93D74HM,3,Deportes y Aire libre,disponible,no disponible,,,2025-10-31T20:17:33.305Z,2025-11-01T16:06:10.645Z,2025-11-02T15:44:51.858Z,984.06,,$986.32,"Parches de capsaicina XL – 50 parches calientes de capsicum – parches de calor para espalda, rodilla, cuello y hombros, parches de revivencia de articulaciones y músculos, yeso capsicum",https://www.amazon.com.mx/dp/B0F93D74HM,https://www.amazon.com/dp/B0F93D74HM,Rendosa,
,B0D3F1XQN7,3,Deportes y Aire libre,disponible,no disponible,,,2025-10-31T20:17:33.305Z,2025-11-01T16:06:18.773Z,2025-11-02T15:45:00.297Z,1771.12,,"$1,738.46","Adoreal - Soporte de pared para pistola modularidad, soporte para pistola de 120 libras para pared con 10 ganchos de montaje, estante para escopeta de rifle con almacenamiento adicional, montaje de",https://www.amazon.com.mx/dp/B0D3F1XQN7,https://www.amazon.com/dp/B0D3F1XQN7,M&H Customer Friendly Store,
