also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B0DNQ6H9QY,7,Productos para animales,disponible,no disponible,,,2025-10-31T20:42:20.707Z,2025-11-01T18:34:42.662Z,2025-11-02T18:06:21.334Z,817.72,,$872.09,DRMOIS Polvo Dental Natural para Eliminar La Placa: Cuidado Dental Y Tratamiento Del Mal Aliento para Perros Y Gatos. Polvo Limpiador para Dientes Y Encías Saludables para Perros Y Gatos (120 G).,https://www.amazon.com.mx/dp/B0DNQ6H9QY,https://www.amazon.com/dp/B0DNQ6H9QY,FAHA ST,
,B00FAO2FW2,7,Productos para animales,disponible,no disponible,,,2025-10-31T20:42:20.707Z,2025-11-01T18:34:50.506Z,2025-11-02T18:06:29.205Z,812.44,,$807.49,"Andis 24865 Trim 'N Go - Recortadora portátil de 7 piezas, diseño de animales y perros, color plateado",https://www.amazon.com.mx/dp/B00FAO2FW2,https://www.amazon.com/dp/B00FAO2FW2,MALL of MX,
,B07Z4SWCHT,7,Productos para animales,disponible,no disponible,,,2025-10-31T20:42:20.708Z,2025-11-01T18:34:58.313Z,2025-11-02T18:06:36.049Z,2049.35,,"$2,003.95","EASIHOLD - Pegamento de mantillo - 1.3 galones/XL - Pegamento de mantillo y roca para paisajismo y estabilización de mantillo y grava de guisantes. Dura hasta 3 años, no tóxico, listo para usar,",https://www.amazon.com.mx/dp/B07Z4SWCHT,https://www.amazon.com/dp/B07Z4SWCHT,DOFER,
,B0DJSPYC45,7,Productos para animales,disponible,no disponible,,,2025-10-31T20:42:20.708Z,2025-11-01T18:35:06.607Z,2025-11-02T18:06:45.091Z,584.84,,$584.67,"ACTICLEAR Muck Clear – Tratamiento Natural para Lodos de Estanques, 250 Tabletas para Estanques, Fuentes Y Bebederos para Pájaros, Bacterias Y Enzimas Beneficiosas, Sin Químicos Y Seguro para Peces, M",https://www.amazon.com.mx/dp/B0DJSPYC45,https://www.amazon.com/dp/B0DJSPYC45,M&H Customer Friendly Store,
,B0DQL465SD,7,Productos para animales,disponible,disponible,,,2025-10-31T20:42:20.708Z,2025-11-01T18:35:14.687Z,2025-11-02T18:06:53.719Z,899.09,37.99,"$1,279.46","Rywell Tapete Refrescante de Perros X-Grande, 110*80CM Tapete Frio para Perro/Gato con Dibujo, Impermeable Cool gel Mat for Dog, No Tóxicos Alfombrilla de Refrigeración Fresco para Hogar, Viajes, Gris",https://www.amazon.com.mx/dp/B0DQL465SD,https://www.amazon.com/dp/B0DQL465SD,BUENA SUERTE,YILIDE LLC
,B001VP86NQ,7,Productos para animales,disponible,no disponible,,,2025-10-31T20:42:20.708Z,2025-11-01T18:35:23.096Z,2025-11-02T18:07:02.006Z,758.22,,$770.87,EQyss Avocado Mist Pet Conditioner Spray 16 oz by Eqyss,https://www.amazon.com.mx/dp/B001VP86NQ,https://www.amazon.com/dp/B001VP86NQ,DUKKI LLC,
,B07JN137CB,7,Productos para animales,disponible,no disponible,,,2025-10-31T20:42:20.708Z,2025-11-01T18:35:31.886Z,2025-11-02T18:07:11.174Z,615.22,,$573.47,Inca's Herbs Muña Digestivo All Natural 2 Pack 1.23 oz,https://www.amazon.com.mx/dp/B07JN137CB,https://www.amazon.com/dp/B07JN137CB,"LA MEJOR OPCION, FACTURAMOS TODOS TUS PEDIDOS",
,B0DSJC2RT9,7,Productos para animales,disponible,no disponible,,,2025-10-31T20:42:20.708Z,2025-11-01T18:35:40.288Z,2025-11-02T18:07:18.411Z,498.37,,$512.93,"Kyouki Juguetes para Pájaros, Loros, Cajas de Alimentación Naturales, Juguetes para Periquitos, Cacatúas, Cotorras, Agapornis Y Otras Aves Pequeñas Y Medianas (Medianas)",https://www.amazon.com.mx/dp/B0DSJC2RT9,https://www.amazon.com/dp/B0DSJC2RT9,Rendosa,
,B0DN1BS8MJ,7,Productos para animales,disponible,no disponible,,,2025-10-31T20:42:20.708Z,2025-11-01T18:35:49.141Z,2025-11-02T18:07:25.456Z,576.7,,$575.07,"PUAINTA Spray Para Puntos Calientes Para Perros, Spray Para La Piel Mejorado Pipot Para Perros, Alivio De La Picazón Y Tratamiento De Puntos Calientes Para Perros, Ayuda A Tratar Infecciones E Irritac",https://www.amazon.com.mx/dp/B0DN1BS8MJ,https://www.amazon.com/dp/B0DN1BS8MJ,SRKSB LLC,
,B0D3TFTDD4,7,Productos para animales,disponible,no disponible,,,2025-10-31T20:42:20.708Z,2025-11-01T18:35:58.057Z,2025-11-02T18:07:32.866Z,649,,$700.96,"asomooh-Gotas para cataratas para perros, gotas para los ojos para perros, mejoran la claridad visual, mejoran la visión ocular y las cataratas (2 x 10 ml)",https://www.amazon.com.mx/dp/B0D3TFTDD4,https://www.amazon.com/dp/B0D3TFTDD4,Dema Tecno,
