also_appears_in,asin,batch_number,category,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
,B0DXPYM4N4,5,Juguetes y Juegos,disponible,disponible,,,2025-10-31T20:32:19.978Z,2025-11-01T17:35:01.358Z,2025-11-02T17:07:22.748Z,1653.48,59.99,"$1,855.90","LOTMOFUN Organizador de rompecabezas para 1000 piezas: organizador de puzles de gran capacidad con 25 bolsillos, espacio para 50 juegos de rompecabezas, a prueba de polvo y protección, accesorio ideal",https://www.amazon.com.mx/dp/B0DXPYM4N4,https://www.amazon.com/dp/B0DXPYM4N4,Ronı,GAOXINGUS
,B08S2PFX78,5,Juguetes y Juegos,disponible,no disponible,,,2025-10-31T20:32:19.978Z,2025-11-01T17:35:09.696Z,2025-11-02T17:07:29.946Z,819.28,,$820.16,"REAL LITTLES Colección de microbolsos coleccionables, 5 Bolsas exclusivas, además de 17 sorpresas de Belleza en el Interior, Multicolor (25266)",https://www.amazon.com.mx/dp/B08S2PFX78,https://www.amazon.com/dp/B08S2PFX78,SIDE SHOP,
,B0D83QF7WS,5,Juguetes y Juegos,disponible,no disponible,,,2025-10-31T20:32:19.978Z,2025-11-01T17:35:18.250Z,2025-11-02T17:07:37.653Z,972.43,,$967.36,Drinking Quest: Belch of the Wild,https://www.amazon.com.mx/dp/B0D83QF7WS,https://www.amazon.com/dp/B0D83QF7WS,SIDE SHOP,
,B0CYZNKPBM,5,Juguetes y Juegos,disponible,no disponible,,,2025-10-31T20:32:19.978Z,2025-11-01T17:35:25.011Z,2025-11-02T17:07:45.214Z,398.29,,$397.59,Pegatinas clásico,https://www.amazon.com.mx/dp/B0CYZNKPBM,https://www.amazon.com/dp/B0CYZNKPBM,Mel Trade,
Libros,B0F1SWP84L,5,Juguetes y Juegos,disponible,no disponible,,,2025-10-31T20:32:19.978Z,2025-11-01T17:35:32.995Z,2025-11-02T17:07:53.464Z,784,,$765.85,"Thenshop - Juego de 2 cuadernos de bocetos de papel negro con 12 rotuladores metálicos, bolsillo de viaje, pintura de tapa dura, cuaderno de escritura en blanco para pintores de diario (5.5 x 5.5",https://www.amazon.com.mx/dp/B0F1SWP84L,https://www.amazon.com/dp/B0F1SWP84L,XIJIANG,
,B0D98MW4KP,5,Juguetes y Juegos,disponible,no disponible,,,2025-10-31T20:32:19.978Z,2025-11-01T17:35:40.683Z,2025-11-02T17:08:01.068Z,1300.94,,"$1,275.34",Nekojima | Evita los gatos traviesos mientras construye cuidadosamente una red eléctrica japonesa | Juego de destreza para apilar y tejer | Divertido juego familiar para niños y adultos de 8 años en,https://www.amazon.com.mx/dp/B0D98MW4KP,https://www.amazon.com/dp/B0D98MW4KP,M&H Customer Friendly Store,
,B0D9ZP62TR,5,Juguetes y Juegos,disponible,no disponible,,,2025-10-31T20:32:19.978Z,2025-11-01T17:35:51.206Z,2025-11-02T17:08:09.500Z,486.91,,$650.24,"Schylling NeeDoh Nice Berg - Cubo Nice Cube Gigante, Juguete sensorial para apretar con una Textura Muy sólida, para Edades de 3 años en adelante, un Cubo",https://www.amazon.com.mx/dp/B0D9ZP62TR,https://www.amazon.com/dp/B0D9ZP62TR,Amazon Europa,
,B0DT6SPG8K,5,Juguetes y Juegos,disponible,disponible,,,2025-10-31T20:32:19.978Z,2025-11-01T17:35:59.902Z,2025-11-02T17:08:16.826Z,2199.98,79.99,"$2,207.52","UNICO Handheld Game Console, Portable Pocket Player, Pre-Loaded 40 SNK Classic Games, Including King of Fighters, Metal Slug, etc., 4"" IPS Screen, 720 * 960 Resolution, 3500mAh Rechargeable Battery",https://www.amazon.com.mx/dp/B0DT6SPG8K,https://www.amazon.com/dp/B0DT6SPG8K,BROWN LEAVES LLC,Liangjiufang
Libros,B0DHXLZ5DW,5,Juguetes y Juegos,disponible,no disponible,,,2025-10-31T20:32:19.978Z,2025-11-01T17:36:07.624Z,2025-11-02T17:08:24.982Z,505,,$507.44,"Bloc de dibujo para niños, 50 hojas, paquete de 3 libros de dibujo encuadernados en espiral a granel de 6 x 9 pulgadas, papel de dibujo para niños para lápices de colores, suministros de arte para",https://www.amazon.com.mx/dp/B0DHXLZ5DW,https://www.amazon.com/dp/B0DHXLZ5DW,XIJIANG,
,B0D3YZBDLM,5,Juguetes y Juegos,disponible,no disponible,,,2025-10-31T20:32:19.979Z,2025-11-01T17:36:14.370Z,2025-11-02T17:08:32.860Z,398.33,,$394.39,"Laackys - Velas de araña roja y azul para 4 cumpleaños, decoración de tarta de 4 cumpleaños con temática de araña, decoración de tarta de 4 cumpleaños para niños y niñas, suministros de fiesta,",https://www.amazon.com.mx/dp/B0D3YZBDLM,https://www.amazon.com/dp/B0D3YZBDLM,SIDE SHOP,
